,ac1A,ac1B,ac2A,ac2B,ac3A,ac3B,ac4,Or1a,Or2a,Or7a,Or9a,Or10a,Or13a,Or19a,Or22a,Or22b,Or22c,Or23a,Or24a,Or30a,Or33a,Or33b,Or33c,Or35a,Or42a,Or42b,Or43a,Or43b,Or45a,Or45b,Or46a,Or47a,Or47b,Or49a,Or49b,Or59a,Or59b,Or59c,Or65a,Or67a,Or67b,Or67c,Or67d,Or71a,Or74a,Or82a,Or85a,Or85b,Or85c,Or85d,Or85e,Or85f,Or88a,Or92a,Or94a,Or94b,Or98a,Gr21a.Gr63a,ab2B,ab4B,ab5B,pb2A,Or69a,ac1,ac2,ac3_noOr35a,Ir31a,Ir41a,Ir75a,Ir75d,Ir76a,Ir84a,Ir92a,Ir64a.DC4,Ir64a.DP1m,ac1BC,ac2BC,Or83c
benzyl alcohol,0.114851216520983,0.130740864901106,0.0388483121936372,0.0384011815748177,0.0577605475273534,0.197964727921306,0.158933172487836,0.0,0.0403523650403865,0.0830461484856565,0.165628814387265,0.099818163564388,0.216012810626697,0.0854234184868609,0.160072670280742,0.0,0.0,0.00858516170751432,0.0,0.0,0.0,0.153126489709707,0.0,0.204174036034826,0.0,0.0973310821118656,0.277292707182778,0.00260358835590937,0.0,0.0,0.0,0.0581560065726858,0.139683746711987,0.0,0.282566602937459,0.0,0.0476136721647443,0.0,0.046520790637623,0.236604021789689,0.687276832865647,0.0626296716385824,0.0,0.0,0.0,0.0758399724626952,0.0366730137210347,0.0675493958840917,0.0,0.0,0.0,0.108153872708514,0.0583221164134684,0.0105694634181641,0.0,0.0,0.0197483605942091,0.0,0.0,0.30435341379393,0.0,0.0,0.278869778869779,0.265579693982246,0.118367346938776,0.0702541589116526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124423963133641
methyl salicylate,0.0,0.0,0.0,0.0,0.0,0.0,0.0772443271594582,0.10662177328844,0.0589534248891456,0.0790203987065948,0.10576861600443,0.805081074228845,0.149462677009754,0.114663054498736,0.110047899019217,0.0289855072463768,0.0,0.02450982891789,0.0,0.0891344577353994,0.0383838383838384,0.0375787946701562,0.0,0.0485056981872638,0.113583377251068,0.0672219567342068,0.166581835143344,0.0627038027327331,0.0,0.0181528918638197,0.0,0.0196980313689494,0.246712226291758,0.00453058372531959,0.0978413486531544,0.0460092676097765,0.0214425852509129,0.0,0.00822178178719584,0.06339013104206109,0.0776308283662705,0.0468818586902126,0.0,0.498139836492454,0.0,0.0415268505063607,0.038154437024249,0.0744027680848924,0.0506016724892252,0.0,0.0,0.0523915080653754,0.0417283105453891,0.0314361962315373,0.0708525140029587,0.0863728905395679,0.0488758875849039,0.164207834960346,0.00824047921900382,0.0865125670563405,0.039148975905024,0.0,0.544533169533169,0.224026408529241,0.183673469387755,0.192936794623046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645161290322581
methyl benzoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0701594379899791,0.0,0.0519266473802894,0.034219084354626,0.200910263982047,0.683429641186313,0.0,0.0773691135714926,0.167099878336616,0.0,0.0,0.00643887128063574,0.0,0.0,0.0,0.00412288325891417,0.0,0.0153716975465025,0.0,0.0,0.0812260188180124,0.177979343466643,0.0,0.0,0.0,0.146316934475734,0.187945732034052,0.0,0.0833455456626294,0.0,0.00902028725319995,0.0,0.0527466368479647,0.483695291399348,0.0,0.0315752322642262,0.0,0.308231475672858,0.0,0.10018359794326,0.0600556346813875,0.1012712299526,0.0,0.0,0.0,0.168453953728815,0.037605711333529,0.0,0.0,0.0,0.717330782839347,0.0,0.0,0.306816144197326,0.0,0.0,0.0,0.274613016906812,0.177551020408163,0.17196540390315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl benzoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0890524757752567,0.0,0.0519266473802894,0.0442724173310879,0.162825434618075,0.732027472524089,0.122320934878691,0.1115714421605,0.180860297105027,0.0,0.0,0.00643887128063574,0.0,0.0,0.0,0.0295223998908782,0.0,0.0109797839617875,0.0,0.0114687830845009,0.0114948891890998,0.0182251184913656,0.0,0.0,0.0,0.113691720544422,0.168939050060721,0.0,0.0505124366988495,0.0,0.00572192938434164,0.0,0.0387336993445788,0.470460591791646,0.42745577790517,0.00796121162044752,0.0,0.216341815432089,0.0,0.017899252477398,0.0192096738538753,0.0506620469130688,0.0,0.0,0.0,0.0974461099418637,0.0458922733655048,0.0619893119220792,0.0,0.0,0.794560373348539,0.0,0.0,0.305481611880747,0.0,0.0,0.455159705159705,0.281839675246465,0.206122448979592,0.182451099263098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phenethyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759935960481819,0.0553703193521655,0.13107058027951,0.0471101055509184,0.0,0.107934776386411,0.160072670280742,0.0,0.0,0.0107314521343929,0.0,0.0,0.0,0.0428518658645979,0.0,0.01756765433886,0.0,0.0,0.0436805789185792,0.0078107650677281,0.0,0.0,0.0,0.104856640852969,0.160154090634907,0.0,0.0665153418745806,0.0,0.0939895664152477,0.0,0.11135002673713,0.454325690565655,0.0,0.0160719657018802,0.0,0.0631893187088002,0.0,0.063668159722413,0.0296876777741709,0.0979034164493728,0.0,0.0,0.0,0.0579352420279559,0.0479639138734987,0.0,0.0,0.0,0.0879768154927999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benzaldehyde,0.0762992149459628,0.152531009051291,0.0658042087221692,0.0531708667959014,0.106280260771848,0.389644203631574,0.111317718064992,0.085297418630752,0.0554172668805724,0.576183066800948,0.291932724302794,0.273735022238986,0.104765300050939,0.153474460798289,0.182588449662252,0.0,0.0,0.00858516170751432,0.0,0.597181027069249,0.0127946127946128,0.0437348143517324,0.195495777291211,0.308675586941626,0.137744167004738,0.100253378148429,0.229446943118861,0.151547100813169,0.119709094093067,0.777292778288928,0.145725182492232,0.113236357618768,0.128947632586571,0.00702240849997362,0.135220740469237,0.0441913347516434,0.0281018769327448,0.0529502210511303,0.0201432565752158,0.469880388831481,0.745567562306808,0.037148188308321,0.0,0.0556103043162239,0.113239685664345,0.0362210847176618,0.0701119011685374,0.134621238664176,0.0996440103620526,0.142540651186891,0.264492753623188,0.163248028512017,0.0500355543814927,0.0420158695999001,0.124089994971634,0.0397424267633534,0.143418840283693,0.224450440562671,0.0122779282642706,0.022954867015244,0.040921908312936,0.0,0.146191646191646,0.247513048133113,0.138775510204082,0.132119761535347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174611973392461,0.0244339314354096,0.276497695852535
phenylacetaldehyde,0.106570106886105,0.0435802883003688,0.0466818136549116,0.0443090556632512,0.107313317139844,0.0408141688757423,0.344241178319148,0.0,0.0735240766679846,0.117057667678703,0.119083324318581,0.300809717280198,0.101432102564282,0.0589194753299499,0.174673843432112,0.0,0.0,0.0214629042687858,0.0,0.0,0.0,0.0682799215717961,0.0,0.00878382716943002,0.0,0.0320711035667772,0.0854148080948813,0.0234322952031843,0.0,0.0,0.0,0.113691720544422,0.155136043309504,0.0,0.117071920611822,0.0,0.0272994581690035,0.0,0.0692881563970985,0.306937438797378,0.629402238981357,0.0613808932725881,0.0,0.0,0.0,0.0445325163508591,0.0797074271977882,0.195329853599576,0.0,0.0,0.0,0.0947565664452864,0.0562504759054745,0.0876934086346778,0.0,0.0,0.21992225703525,0.0,0.00627457686730386,0.304122064810125,0.00766092785265451,0.0,0.0,0.287259669001204,0.293877551020408,0.134216900607336,0.107337492542852,0.101201280425842,0.14477158750161,0.0468120002733548,0.0185596816167489,0.455198314806941,0.0257823668993113,0.410651980570569,0.091810189986887,0.0,0.0,0.0
acetophenone,0.0,0.0,0.0,0.0,0.0,0.0,0.0654361785436597,0.031986531986532,0.0449796607897817,0.133687123317334,0.249008250761118,0.689084719331821,0.0995015945658804,0.106014772166008,0.137223199974113,0.0,0.0,0.00643887128063574,0.0,0.375291846898051,0.0255892255892256,0.02856753767531,0.0,0.0561880288661635,0.202285291357459,0.0648179483248597,0.231214886144485,0.0332973645862552,0.179554023599982,0.922781560754942,0.0,0.1565405441834,0.182644041293076,0.024902433324591,0.117071920611822,0.270847240932024,0.0197829010127339,0.0,0.0969145695011672,0.453083419641627,0.994040252782664,0.074763768711421,0.0,0.0815672507569539,0.0446077391780271,0.0251928723396392,0.0,0.106871898235139,0.0,0.0,0.0,0.287436138034034,0.0313907898095472,0.0198720355047079,0.173897534669597,0.12945021284721,0.222863702327168,0.224450440562671,0.0166192991052918,0.0211291170988857,0.0479867730424158,0.0,0.0,0.298099656510684,0.26530612244898,0.163576847615191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl cinnamate,0.0,0.0,0.0,0.0,0.0,0.0,0.0961373649447357,0.0,0.0403523650403865,0.0672287392568021,0.0685361297688728,0.0493768851809048,0.0,0.0644932705931203,0.0869404925008434,0.0,0.0,0.0171703234150286,0.0,0.0,0.0,0.054293581094697,0.0,0.0264796979105934,0.0,0.0,0.0275877340538395,0.0078107650677281,0.0,0.0,0.0,0.0368971276966657,0.196487095088294,0.0,0.0615601163979373,0.0,0.00902028725319995,0.0,0.0660576345477512,0.167384358679424,0.0,0.0127874367880056,0.0,0.0,0.0,0.0220025092261348,0.0314340117608869,0.121478733494253,0.0,0.0,0.0,0.00751210501076716,0.0645370379374503,0.0,0.0,0.0,0.0359184600745509,0.0,0.0,0.0,0.0,0.0,0.0,0.256546371057679,0.206122448979592,0.190839655551056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-methylphenol,0.0165426798708851,0.0,0.051296152782189,0.0,0.068641422668575,0.163414001311166,0.0904687096517076,0.0248784137673027,0.0219469210221743,0.0598938968252908,0.232260781644602,0.121395522246479,0.123114192617008,0.0777035536154408,0.0706096002726982,0.0,0.0,0.00214629042687858,0.0,0.727037237453904,0.0341189674523008,0.0378541462754753,0.0,0.0534911279444538,0.0356778964974078,0.111939006236739,0.355425240737042,0.304916887797964,0.0755928496647449,0.956113716530383,0.0,0.0153931805897174,0.126568461715599,0.020442269149023,0.718800601363456,0.488285634118967,0.023914532323809,0.0282067921616675,0.0,0.134909360542179,0.0,0.0153643343815382,0.0,0.69832820751641,0.0,0.0158483371801083,0.0192096738538753,0.131111757908575,0.0269437790154575,0.116033016120613,0.0,0.12427322352598,0.0272475087935592,0.0180841905651079,0.921897546897547,0.204981004492658,0.0153476423294499,0.344742758760208,0.00598136184877932,0.303278223076615,0.0405123871555695,0.0,0.0,0.198733104340456,0.1,0.0209713907198963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239283074648928,0.0244339314354096,0.0
4-ethylguaiacol,0.0,0.0,0.0,0.0,0.0,0.0,0.0748826974362985,0.0,0.0472647503243972,0.0587187038648695,0.119083324318581,0.0616320868613521,0.0,0.0863715384537872,0.0715760022067347,0.0,0.0,0.0,0.0,0.0,0.0,0.0295223998908782,0.0,0.049907947182715,0.0,0.0,0.071301668778723,0.0104143534236375,0.0,0.0,0.0,0.0349215388859906,0.185266147084393,0.0,0.0551883086146224,0.0,0.0242969225270646,0.0,0.0314278784975958,0.0196221933680312,0.0,0.0734638808068278,0.0,0.81849181858552,0.0,0.0137959957286611,0.0331803457476028,0.134951002306116,0.0,0.0,0.0,0.0783473019005756,0.0541788353974806,0.0,0.0,0.0,0.0197483605942091,0.0,0.0,0.0264113963736071,0.0,0.0,0.0,0.231253066868894,0.183673469387755,0.119536927103409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eugenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0961373649447357,0.0,0.0590076255642445,0.0778592916289559,0.106846321233371,0.205804691726992,0.103396124584193,0.0777035536154408,0.120119122160894,0.0,0.0,0.0214629042687858,0.0,0.0,0.0,0.0168270210004114,0.0,0.0365351978651032,0.0,0.0983972029365194,0.0390826232429393,0.0332973645862552,0.0,0.0,0.0,0.0388743391466449,0.181053722949091,0.0,0.0505124366988495,0.0,0.0647833577064586,0.0,0.0351073431628581,0.0251995542880459,0.174542876105796,0.00955685696920294,0.0,0.76036889893331,0.0,0.0220025092261348,0.0366730137210347,0.118110741659148,0.0,0.0,0.0,0.0727083551801791,0.0500355543814927,0.0216639062377045,0.0,0.0,0.168758744271568,0.180993293563185,0.0,0.0150555780357889,0.0,0.0,0.492628992628993,0.274613016906812,0.179591836734694,0.192936794623046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921658986175115
salicyl aldehyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242143064948761,0.158815574900379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-hydroxy-anisole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161709819877178,0.0,0.0,0.0,0.0377988506927807,0.0554364905301304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73098074074872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00726313400274196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-propenyl anisole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157104816616643,0.135790389646945,0.0,0.0899367509635078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132758700656874,0.0,0.0,0.0,0.0,0.0,0.0,0.241662117365178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170115121635523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19704621654434,0.0,0.0,0.0,0.0,0.0,0.0260603830719729,0.0,0.0,0.32985257985258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-methoxybenzaldehyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275836550996466,0.166615702128488,0.0,0.0625741595913498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794018474938756,0.0,0.0,0.0,0.0,0.0,0.0,0.291190504769084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134405593208715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132306033216218,0.0,0.0,0.0,0.0,0.0,0.0267926882050283,0.0,0.0,0.539004914004914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-isopropylbenzaldehyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0854401889271052,0.0,0.136806889098518,0.101906244222965,0.451242121036674,0.0734492920787749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422339873921568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779896848403772,0.0,0.0460808480667164,0.0,0.0,0.0,0.0929906068386227,0.0709990086242188,0.0,0.118323114853261,0.0,0.0502461920250091,0.0,0.286831452436492,0.0,0.0,0.0,0.0,0.0,0.0863638620902898,0.0,0.0,0.0998952403585685,0.0,0.0115980280931844,0.0199329319586526,0.0309991845951979,0.0,0.339373464373464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921658986175115
4-methoxybenzene,0.0,0.0,0.0,0.0,0.0,0.0,0.119753662176333,0.0177702955480733,0.0434170203146075,0.0412849592200509,0.0,0.358914149396342,0.082375869660796,0.0198117053139895,0.00278488906119731,0.0,0.0,0.0,0.0,0.710662735230986,0.021324354657688,0.0322718538428284,0.0,0.0407389315567088,0.171803697879793,0.0488027362306609,0.0,0.0,0.0703756621483807,0.452691068465798,0.0,0.0932389921764589,0.177015578596323,0.00049876150636004,0.0,0.365203441055345,0.0,0.0,0.0,0.0,0.330289859001862,0.0,0.0,0.118323114853261,0.0111334035707195,0.000462101361534562,0.0,0.0,0.0911719272010255,0.0,0.0,0.0,0.0,0.013938856535406,0.795185989041571,0.0683438427519874,0.0,0.224450440562671,0.0,0.0211135871731704,0.0,0.0,0.281941031941032,0.216799750189588,0.216326530612245,0.197131072767025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4-allyl-1,2-dimethoxybenzene",0.0,0.0,0.0,0.0,0.0,0.0,0.115030402730013,0.0,0.0434170203146075,0.0629861347051267,0.0,0.191352244099166,0.106659598896506,0.0198117053139895,0.228585679142012,0.0,0.0,0.0,0.0,0.0465463323974094,0.0127946127946128,0.0552984955628245,0.0,0.103286703470201,0.0743839005148528,0.0616365500119044,0.0,0.0,0.0387143284736124,0.0400968792714379,0.0,0.0,0.213706857357025,0.00655689461811035,0.0779896848403772,0.466905188220135,0.0502477809888119,0.0,0.0,0.0,0.103200664165487,0.0709990086242188,0.0,0.802818134220405,0.0148527741937537,0.0244299439702027,0.0,0.220561668921776,0.0860796244274162,0.0,0.0,0.0,0.0,0.0189396327017721,0.0330837558345976,0.0344084477117172,0.0998952403585685,0.142120307979525,0.0115980280931844,0.0268225782104591,0.0309991845951979,0.0,0.356572481572482,0.276419681491725,0.263265306122449,0.197131072767025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
"2,4,5-trimethoxy-1-propenylbenzene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222011439353439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benzyl cyanide,0.0872475177380575,0.122024807241032,0.0699438457644044,0.0531708667959014,0.0934742995441683,0.00620305585907172,0.153955235543385,0.0,0.0,0.0,0.0,0.0332361918129281,0.0,0.2124417582464,0.140768133875696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165435053459246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00534476984620608,0.0,0.0,0.0,0.0,0.242093054378374,0.238775510204082,0.209713907198963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso-eugenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374662750386924,0.0412579494060169,0.0242143064948761,0.187300835449843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830919818421991,0.0,0.0,0.0,0.0,0.0,0.0,0.137878214584909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776121151369462,0.0,0.0,0.744041817851225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135132234471726,0.0,0.0,0.0,0.0,0.0,0.0237439076510835,0.0,0.0,0.312346437346437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-methylphenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0725210677131388,0.0462027684249906,0.019347189468889,0.0727650214463949,0.0,0.2877641850808,0.0991757249979035,0.0789291923650688,0.222775579166511,0.0,0.0,0.0,0.0,0.649259295522727,0.0341189674523008,0.0511092804231255,0.0,0.0359548054355514,0.065700675884496,0.0650225486834854,0.0,0.178325810873665,0.0756203443448664,0.342781875393274,0.603416124221907,0.0150196253820112,0.231528335612222,0.018028397298473,0.478748513839395,0.0,0.0381674377745261,0.0367192057939992,0.0,0.0,0.080273462681241,0.0709990086242188,0.0,0.670697027155511,0.0129342855356317,0.0248920453317372,0.0,0.435912863039301,0.0269856417952004,0.031742403483005,0.221014492753623,0.0,0.0,0.0168944904421208,0.297468526628089,0.458162978996312,0.0998952403585685,0.203058563579061,0.00673752511825397,0.0141824135469022,0.0479867730424158,0.0,0.584152334152334,0.2457063835482,0.119387755102041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-ethylphenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307662634466162,0.0,0.0,0.0,0.0377988506927807,0.219317935653308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270516825549698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737511769102609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303278223076615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-propylphenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064583937837423,0.0,0.212730630007579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162549681512611,0.0,0.0,0.0,0.0,0.0,0.0,0.100138613573902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151136830734785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214690727399768,0.0,0.0,0.0,0.0,0.0,0.0153597611277354,0.0,0.0,0.363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-phenyl-2e-propenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124417582464,0.222388209271655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benzonitrile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445453314396213,0.0736789965472806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00785656793977618,0.0,0.0,0.0,0.0,0.0,0.0,0.196584260602031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534795840582286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013397153927661,0.0,0.0,0.0,0.0,0.0,0.0214722672383404,0.0,0.0,0.511977886977887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl jasmonate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113489077456708,0.0945664041980576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281056060079052,0.0,0.0,0.0,0.0,0.0,0.0,0.195885379101827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488403562887682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201714211368032,0.0,0.0,0.0,0.0,0.0,0.304502434920115,0.0,0.0,0.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benzyl acetate,0.125892696034153,0.0958766342608113,0.0966411527664828,0.0886181113265024,0.147049641696473,0.0400571992360885,0.163367965545561,0.0,0.0,0.0,0.0,0.0,0.0,0.0653713267283111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0868739500883698,0.0,0.0,0.0,0.0,0.057069467336765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218606414774501,0.238775510204082,0.180353960191108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-propylphenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358408925033886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575189390375305,0.0,0.0,0.0,0.0745285743219978,0.0,0.0,0.0341330045073227,0.0,0.0,0.0,0.0,0.0,0.271306071581539,0.0,0.0,0.0,0.0,0.0,0.0428885402408731,0.0579710144927536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-methylphenol,0.0,0.0,0.0,0.0,0.0,0.0,0.094248061166208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587239012925245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269193023152072,0.128571428571429,0.0125828344319378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
