,Or2a,Or7a,Or9a,Or10a,Or13a,Or19a,Or22a,Or22b,Or23a,Or33a,Or33b,Or33c,Or35a,Or42a,Or42b,Or43a,Or43b,Or46a,Or47a,Or47b,Or49a,Or49b,Or59b,Or59c,Or65a,Or67a,Or67b,Or67c,Or67d,Or71a,Or82a,Or85a,Or85b,Or85d,Or85e,Or85f,Or88a,Or92a,Or98a,Gr21a.Gr63a,ab4B,Or69a,Ir31a,Ir41a,Ir75a,Ir75d,Ir76a,Ir84a,Ir92a,Ir64a.DC4,Ir64a.DP1m,Or83c
lactic acid,0.0542748389042236,0.0738367218129548,0.094349648464031,0.144035695258736,0.0,0.0964063998340611,0.150526841156532,0.0,0.0128777425612715,0.0,0.0295223998908782,0.0,0.0897918133773176,0.0,0.0,0.0997810630358549,0.0182251184913656,0.0,0.0755886306863667,0.144687431236423,0.0,0.0628094442005076,0.0527077103058883,0.0,0.0660576345477512,0.0177482333048899,0.0,0.0523764971493818,0.0,0.0,0.016531500227819,0.0244486758140231,0.0540395167072734,0.0,0.0,0.0669366120121212,0.0500355543814927,0.0,0.0542296578262717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-methylthio-1-propanol,0.0686293501731276,0.106138390678257,0.32695867165109,0.0910345642081341,0.190781039443717,0.0834416284465671,0.175543877511141,0.0,0.0150240329881501,0.0,0.0142005677684903,0.0,0.647701716758841,0.0,0.0312449951322644,0.112793994977268,0.200639629508836,0.0,0.691663491763628,0.129941691495006,0.0,0.0675643719751656,0.0613631565658129,0.0,0.0527466368479647,0.123434481354124,0.0,0.0824432580134691,0.0,0.0693183590468595,0.0712020921367331,0.123391824365312,0.187263614077116,0.0,0.0,0.155569197568615,0.0603937569214624,0.0198720355047079,0.10029399578385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460829493087558
dimethyl sulfide,0.0495900793702409,0.0636817115459469,0.134029506630421,0.0465285394717324,0.0,0.0571289766976014,0.0898951702322031,0.0,0.0107314521343929,0.0,0.0168270210004114,0.0,0.0532449892454477,0.0,0.0,0.0275877340538395,0.0436012957844927,0.0,0.0349215388859906,0.177528054829076,0.0,0.0463006914111282,0.159967580471272,0.0,0.0387336993445788,0.0139776278250603,0.0,0.0177350707747233,0.0,0.0,0.0261057659748717,0.0296876777741709,0.111374847764934,0.0,0.0,0.0974461099418637,0.0438206328575108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dipropyldisulphide,0.0,0.0854401889271052,0.0,0.102609618127402,0.157921414173498,0.0721343863172289,0.21745910244158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312449951322644,0.0,0.0,0.0,0.0,0.0,0.0,0.0779896848403772,0.0125216097602956,0.0,0.0,0.0,0.0,0.0709990086242188,0.0,0.0,0.0502461920250091,0.0,0.175522160770792,0.0,0.0,0.0,0.0,0.0198720355047079,0.0998952403585685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
propanethiol,0.0,0.0854401889271052,0.0,0.0893975881929104,0.141035874240416,0.0,0.309558198685709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312449951322644,0.0,0.0,0.0,0.0,0.0,0.0,0.0779896848403772,0.00958779259506392,0.0,0.0,0.0,0.0,0.0709990086242188,0.0,0.0,0.0502461920250091,0.0,0.225254513038949,0.0,0.0,0.0,0.0,0.0198720355047079,0.0998952403585685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terpinolene,0.0357933236111841,0.0857417792900555,0.071824744018302,0.0493768851809048,0.0,0.21942006375844,0.106933890605322,0.0,0.0128777425612715,0.0,0.0782852669010495,0.0,0.0831687061284849,0.0,0.0,0.0661447950011798,0.0531823695864968,0.0,0.0581560065726858,0.182644041293076,0.0,0.0603030756657859,0.0423043388383127,0.0,0.0458349178600955,0.087950443256391,0.0,0.0407537610159937,0.0,0.0,0.016531500227819,0.0331803457476028,0.124846755381039,0.0,0.0,0.0516158074299167,0.0686803189534382,0.0,0.267321223269041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alpha-pinene,0.0449502761471687,0.0985785689158643,0.071824744018302,0.0560698748934756,0.184254750536682,0.145233139202145,0.0843188358795269,0.0,0.0128777425612715,0.0,0.0880603323919682,0.0,0.152237672048666,0.0,0.0,0.121121910943981,0.0130179417795468,0.0,0.0872629654659941,0.177528054829076,0.0,0.0657615872038681,0.014883495464469,0.0,0.0627897915596035,0.0251995542880459,0.0,0.0591155857060674,0.0,0.0693183590468595,0.0397541104883406,0.0419120156811825,0.215818387489633,0.0,0.0,0.0893481697714467,0.0603937569214624,0.0,0.442942502763797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beta-pinene,0.0566350377258539,0.0585535544117425,0.0578514035952385,0.0471101055509184,0.0,0.186641996676913,0.0809185693533999,0.0,0.0107314521343929,0.0,0.0782852669010495,0.0,0.0698935552123344,0.0,0.0,0.137091651723687,0.0260358835590937,0.0,0.0309751816784146,0.206347291327061,0.0,0.0590378680945079,0.00675840448088825,0.0,0.0387336993445788,0.00477586031955387,0.0,0.0245324699453187,0.0,0.0,0.0206347569765559,0.0565807887769843,0.118110741659148,0.0,0.0,0.0377538495982584,0.0603937569214624,0.0,0.0126689374129837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-carene,0.0472647503243972,0.0828439749450765,0.0783480550196345,0.0471101055509184,0.0,0.484958539772041,0.083948880155508,0.0,0.00858516170751432,0.0,0.0614095904571347,0.0,0.0465684515696081,0.0,0.0,0.133176366121307,0.0208287068472749,0.0,0.0494740409411808,0.193536521731972,0.0,0.0505124366988495,0.00675840448088825,0.0,0.0493135554405226,0.0158667353205007,0.0,0.0333765043607796,0.0,0.0,0.016531500227819,0.073356471957494,0.057416986501478,0.0,0.0,0.0483282921569857,0.0645370379374503,0.0,0.00628442594762475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limonene,0.0566350377258539,0.0753779272705945,0.0848006012692996,0.0509927035082774,0.0,0.301472189882633,0.145670222469069,0.0,0.0107314521343929,0.0,0.0716482726075884,0.0,0.226714300023232,0.0,0.0,0.0661447950011798,0.0182251184913656,0.0,0.107798782830595,0.185266147084393,0.0,0.06405148917545,0.00572192938434164,0.0,0.0493135554405226,0.0158667353205007,0.0,0.0333765043607796,0.0,0.0,0.0261057659748717,0.0565807887769843,0.161897007082224,0.0,0.0,0.0377538495982584,0.0603937569214624,0.0198720355047079,0.106486470631862,0.150156590497866,0.306816144197326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alpha-humulene,0.0472647503243972,0.093061527047422,0.0685361297688728,0.0481561226041323,0.0,0.13638368440982301,0.0778476800446731,0.0,0.0128777425612715,0.0,0.0387055726187481,0.0,0.0698935552123344,0.0,0.0,0.0459795567563992,0.0156215301354562,0.0,0.0523655361235191,0.199577287343901,0.0,0.0652866592842733,0.0105533890189172,0.0,0.0527466368479647,0.0139776278250603,0.0,0.0315752322642262,0.0,0.0452640236636659,0.0124282434790821,0.0366730137210347,0.0675493958840917,0.0,0.0,0.0215104839980154,0.0686803189534382,0.0,0.0144373242873496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beta-myrcene,0.0542748389042236,0.0912665703416952,0.071824744018302,0.0481561226041323,0.0,0.158960682887513,0.106933890605322,0.0,0.0107314521343929,0.0,0.0578887059393329,0.0,0.0599117309000287,0.0,0.0,0.071301668778723,0.0208287068472749,0.0,0.0349215388859906,0.196487095088294,0.0,0.0538853508417014,0.00572192938434164,0.0,0.0561359132303256,0.0946319423591442,0.0,0.0351946508168096,0.0,0.0,0.0137959957286611,0.0565807887769843,0.0743043354725009,0.0,0.0,0.041419000984427,0.0707519594614322,0.0,0.0756778016314252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
(-)-trans-caryophyllene,0.0542748389042236,0.0828439749450765,0.0848006012692996,0.0496000236060061,0.180083951378238,0.178725698531046,0.133924922583557,0.0,0.00858516170751432,0.0,0.0912840972546859,0.0,0.106307669893634,0.0,0.0549928059443206,0.0137938670269198,0.0234322952031843,0.0,0.0494740409411808,0.184706953375319,0.0,0.0494717245909939,0.0423043388383127,0.0,0.0561359132303256,0.00477586031955387,0.138509977059098,0.0280220094670534,0.0,0.0,0.0220025092261348,0.04941399811232,0.118110741659148,0.0,0.0,0.0516158074299167,0.0562504759054745,0.0145732471412596,0.0109977454083433,0.0,0.333370524320441,0.246928746928747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p-cymene,0.0449502761471687,0.0754044410520648,0.0685361297688728,0.0486169477884642,0.0,0.145867336037155,0.104169229972127,0.0,0.00643887128063574,0.0,0.054293581094697,0.0,0.0897918133773176,0.0,0.0,0.0553808121680625,0.0078107650677281,0.0,0.0697673987372752,0.193536521731972,0.0,0.0615601163979373,0.0105533890189172,0.0,0.0314278784975958,0.00955172063910775,0.0,0.0280220094670534,0.0,0.0938253314330725,0.00695723448076633,0.0419120156811825,0.0607944562956826,0.0,0.0,0.0483282921569857,0.0666086784454442,0.0,0.00314221297381237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
geranyl acetate,0.052026164467443,0.0747604719143199,0.0894927011946625,0.0704538987151764,0.195422322024592,0.113972362039193,0.0770520662708586,0.0,0.0326371101921255,0.0085297418630752,0.0599851351907139,0.0,0.0533623701938723,0.144959752573434,0.0788656216918132,0.0601558165695629,0.0692595048417589,0.0,0.0267684043925126,0.206133843109762,0.0316952960786726,0.0470607378598066,0.0615411539354796,0.0295927716819017,0.0473884724956982,0.0406428378485836,0.100620545943179,0.0390134295608626,0.0,0.0220999678617554,0.733013100954086,0.042890515071271,0.126829989887447,0.0815493243859038,0.0,0.0190876104437983,0.0583988137423543,0.0454354240268307,0.20703625169383,0.166378788198862,0.0378050238395662,0.38022113022113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32258064516129
alpha-terpineol,0.0542748389042236,0.0842634439758837,0.0974987143055356,0.0467750549427954,0.103065863189761,0.284718569255309,0.172685975643726,0.0,0.0107314521343929,0.0,0.0782852669010495,0.0,0.119477540002024,0.0,0.010836645434174,0.0997810630358549,0.0182251184913656,0.0,0.0697673987372752,0.182041108524647,0.0,0.0538853508417014,0.00295411104940261,0.0,0.0724828524154027,0.0498252732063299,0.0949360248392757,0.0464775119776879,0.0,0.0385422811772934,0.0274735182244507,0.0227023418273072,0.175370755634459,0.0,0.0,0.0255100208515149,0.0707519594614322,0.012578355519086,0.0481186129096132,0.0,0.32700432984797,0.764434889434889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geraniol,0.0472647503243972,0.0784547340016948,0.071824744018302,0.0398201473135299,0.152725557499435,0.11703745479559,0.12892462955431,0.0,0.00643887128063574,0.0,0.0944948354473489,0.0,0.0897918133773176,0.0,0.0237052272847107,0.0344846675672994,0.0182251184913656,0.0,0.0408531852563304,0.180868566199084,0.0,0.0551883086146224,0.013998500187705,0.0,0.0527466368479647,0.119511899512536,0.101196641972471,0.0564122038194139,0.0,0.0,0.10131622121054,0.0366730137210347,0.141687318938485,0.0,0.0,0.0377538495982584,0.0707519594614322,0.0180918137261631,0.293231903810642,0.238411673265279,0.0209641371460162,0.59551597051597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124423963133641
nerol,0.0686293501731276,0.093061527047422,0.0815830899482677,0.0471101055509184,0.0,0.148971908833112,0.152933499981619,0.0,0.0128777425612715,0.0,0.0880603323919682,0.0,0.0930997656446556,0.0,0.0,0.060842411831428,0.0260358835590937,0.0,0.0388743391466449,0.18006791133422,0.0,0.0665153418745806,0.00295411104940261,0.0,0.075643169465087,0.0379625960265319,0.0,0.0370300090375737,0.0,0.0118613566442262,0.0247380137252928,0.0401656816944665,0.145055523150024,0.0,0.0,0.0516158074299167,0.0707519594614322,0.0,0.216109647148524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
linalool,0.09113927609407,0.0940089539032832,0.094349648464031,0.05270524554606,0.243809705088644,0.361631577799192,0.165357477895516,0.0,0.025755485122543,0.0,0.138986802388408,0.0,0.145704309966159,0.0,0.0094667672450368,0.0661447950011798,0.00520717671181873,0.0,0.0931163977134376,0.163918648016149,0.0,0.0638890113221746,0.00957418134706084,0.0,0.0660576345477512,0.182885524929147,0.0613843476941275,0.0535347220721097,0.0,0.0,0.0522442152453188,0.0157170058804434,0.227982957171011,0.0,0.0,0.0483282921569857,0.0521071948894866,0.0236779217238575,0.482498516678865,0.0,0.303951149322092,0.716216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
beta-citronellol,0.0566350377258539,0.0994415051196712,0.094349648464031,0.0457666864125639,0.270532636074583,0.148915815035688,0.133300023795872,0.0,0.00643887128063574,0.0,0.0716482726075884,0.0,0.0964053229694439,0.0,0.0340529910355662,0.0413816010807593,0.0208287068472749,0.0,0.0368971276966657,0.182644041293076,0.0,0.0652944535247322,0.014185881465016,0.0,0.0561359132303256,0.0233477835410088,0.168145172524162,0.0628229653359753,0.0,0.0,0.0404434069559104,0.073356471957494,0.198025777147386,0.0,0.0,0.0195107155712656,0.0707519594614322,0.0241006527115411,0.133128341235996,0.0,0.0256419229959413,0.695638820638821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beta-citronellol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276497695852535
linalool oxide,0.126018228550238,0.0536948903493567,0.28911600451079,0.0594559089774452,0.0,0.298848979664341,0.122987971381663,0.0,0.0404204625104514,0.0,0.100885330643317,0.0,0.0432264978530454,0.0,0.0,0.166942053844138,0.0705972588704249,0.0,0.107798782830595,0.175016099443242,0.0,0.0441420134142097,0.0576337441832341,0.0,0.0692881563970985,0.0902028734523264,0.0,0.0543837445082011,0.0,0.0,0.0880117852029774,0.0765538447469653,0.114742779780862,0.0,0.0,0.161840165965422,0.0645370379374503,0.0,0.125072588811257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(R)-(-)-carvone,0.0,0.0,0.0,0.0498352254829483,0.137804282335241,0.0,0.127795804896066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196865725387495,0.0,0.0,0.0,0.0,0.252529578613297,0.0,0.0,0.0,0.0,0.0,0.0,0.146376983004361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018510066955999,0.0,0.0,0.0243566527624156,0.6504914004914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921658986175115
(S)-(+)-carvone,0.0,0.0,0.0,0.110027510856714,0.191451100389959,0.0,0.104058957131749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248531521690223,0.0,0.0,0.0,0.0,0.308877878485357,0.0,0.0,0.0,0.0,0.0,0.0,0.193098488683349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189028950771167,0.0,0.210255796641218,0.02649378815072,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,8-cineole",0.0,0.0854401889271052,0.0,0.176835746236614,0.102734251227997,0.0721343863172289,0.0955977748551125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374973511582478,0.0,0.0,0.0,0.0,0.218599027858451,0.0,0.0779896848403772,0.0,0.0,0.0,0.0,0.125906649475621,0.0709990086242188,0.0,0.0,0.0502461920250091,0.0,0.0,0.0,0.0,0.0,0.0,0.0194217397488482,0.0998952403585685,0.0,0.356533062070911,0.300675675675676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129
"1,4-cineol",0.0,0.0,0.0,0.0585695183457644,0.128288587726275,0.0,0.088052846705089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371710673092688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138918693091337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
citral,0.0,0.0,0.0,0.117296800716703,0.0990703775847283,0.151171670531539,0.22471821711987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102948131624653,0.0,0.0,0.0,0.0,0.240963235864974,0.0,0.0,0.0,0.0,0.0,0.0,0.18174698490509,0.0,0.0,0.0999451828051077,0.21525926617292,0.0,0.0,0.0,0.0,0.0,0.0,0.359205479280135,0.0,0.0,0.304642571276427,0.483415233415233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
citral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15668202764977
(S)-(-)-citronellal,0.0,0.0,0.0,0.0359343912989492,0.071884820390839,0.0,0.172308015055783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252357937971261,0.0,0.0,0.0,0.0,0.209513568355802,0.0,0.0,0.0,0.0,0.0,0.0,0.126633112110157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208066887378747,0.0,0.238411673265279,0.33481192684251,0.476351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(1R)-(-)-fenchone,0.0434170203146075,0.0392822102046005,0.0,0.228759245236537,0.101455428004822,0.0857981494878163,0.0471945892833369,0.0,0.0,0.0255892255892256,0.0633615088779569,0.289985402981962,0.0359548054355514,0.101993976281299,0.0393920417206413,0.0,0.0,0.0,0.00901177522920673,0.201476431103458,0.0377707063588371,0.0,0.0,0.0341330045073227,0.0,0.0,0.0821777234834544,0.0,0.0,0.030209685742807,0.0500586462633147,0.0,0.0,0.0,1.0,0.0,0.0,0.0135634995789831,0.0,0.150156590497866,0.366482743369081,0.331695331695332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(R)-(+)-limonene,0.0,0.0854401889271052,0.0,0.122068159941721,0.136777129941693,0.615215055685844,0.0698283445555086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0428723638205482,0.0,0.0,0.0,0.0,0.191692090100604,0.0,0.0779896848403772,0.0460808480667164,0.0,0.0,0.0,0.12003619339683,0.0709990086242188,0.0,0.0,0.0502461920250091,0.0,0.0992908181997114,0.0,0.0,0.0,0.0,0.0118286318135186,0.0998952403585685,0.0,0.0260155480638267,0.293304668304668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129
(-)-menthone,0.0,0.0,0.0,0.0,0.0,0.504957392732092,0.0874643693641979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469450893698566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(1R)-(-)-myrtenal,0.0,0.0,0.0,0.0415512983446743,0.0805558571394413,0.0,0.149127213658971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400323240041629,0.0,0.0,0.0,0.0,0.251369750828623,0.0,0.0,0.0,0.0,0.0,0.0,0.0696202919566441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00932073663510481,0.0,0.0,0.0252384079226251,0.289004914004914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(+)-alpha-pinene,0.0,0.0,0.0,0.258874874656492,0.0897770675950122,0.0,0.096509642701259,0.0,0.0,0.0,0.0,0.0,0.0,0.0385064518551627,0.0373304166234298,0.0,0.0,0.0,0.0,0.199729227352948,0.0,0.0,0.0,0.0,0.0,0.0,0.0780457855986632,0.0,0.0,0.0585597145596423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158006114115733,0.0,0.0,0.0212182021921783,0.256756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645161290322581
(R)-(+)-pulegon,0.0,0.0,0.0,0.278605804276462,0.148081547714667,0.0,0.124986280247023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233225856566068,0.0,0.0,0.0,0.0,0.257942108275107,0.0,0.0,0.0,0.0,0.0,0.0,0.108219452829842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127524736842322,0.0,0.0,0.317795369290307,0.419840294840295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(-)-alpha-thujone,0.0,0.0,0.0,0.108642884216716,0.0669967762253379,0.0,0.284139863306379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604826183328445,0.0,0.0,0.0,0.0,0.187848241849483,0.0,0.0,0.0,0.0,0.0,0.0,0.0771435304227685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392742938138874,0.0,0.0,0.0165852513503995,0.369471744471744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alpha-bisabolol,0.0,0.0,0.0,0.0477447043729961,0.137890439351083,0.0,0.149837305486271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585677962276876,0.0,0.0,0.0,0.0,0.132287162583278,0.0,0.0,0.0,0.0,0.0,0.0,0.1480255355649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169094326807735,0.0,0.0,0.0266133481724433,0.266891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"e,e-farnesol",0.0,0.0,0.0,0.0653733017167803,0.155029873778207,0.0585989871101866,0.168131275814705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00614076574603197,0.0,0.0,0.0,0.0,0.23467330236314,0.0,0.0,0.0,0.0,0.0,0.0,0.108545325898806,0.0,0.0,0.136701046901415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103154720924906,0.0,0.0,0.305103019304311,0.332309582309582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alpha-ionone,0.0,0.0,0.0,0.0391683680828515,0.141018958579486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0825281337106976,0.0,0.0,0.0,0.0,0.246053873482202,0.0,0.0,0.0,0.0,0.0,0.0,0.105303228364816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151630426116045,0.0,0.0,0.365001301888066,0.326781326781327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783410138248848
beta-ionone,0.0,0.0,0.0,0.0719502782567704,0.117167797069203,0.162588024132775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076230288511405,0.0,0.0,0.0,0.0,0.238517150614261,0.0,0.0,0.0,0.0,0.0,0.0,0.09756611354204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014983730392868,0.0,0.0,0.320197706827088,0.291769041769042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acetaldehyde,0.101565701616092,0.286249651300449,0.324787682853289,0.0570333830624054,0.0681569767287352,0.132219589758814,0.210595543629072,0.0,0.054715349692992,0.0,0.0815638784195914,0.0,0.0732159712284488,0.0,0.130897993062339,0.112793994977268,0.0234322952031843,0.0,0.179582274964548,0.0355300997067185,0.0,0.0564810066456328,0.068903111299174,0.0,0.0998464357598768,0.0456058814859857,0.229370393479809,0.112985906350639,0.0,0.0,0.0183965531841692,0.150405506790307,0.128214807414768,0.0,0.0,0.105480658076735,0.0666086784454442,0.0647966417953082,0.0695401512083724,0.0,0.0257511114642669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
propanal,0.0937205746924323,0.0725674271702951,0.0848454149354121,0.0108763585921555,0.12769424417975,0.0244553890996209,0.15919706197511,0.0,0.00858516170751432,0.0,0.054293581094697,0.0,0.0398820814735219,0.487721028137629,0.175082989888405,0.0,0.0746468493672804,0.0,0.0697673987372752,0.0160303236251597,0.0,0.0470530483108143,0.073644842539113,0.0509668578558422,0.0351073431628581,0.0214886865895476,0.190210216851289,0.0441611076898954,0.0,0.0263480982941638,0.0181155397673811,0.0949188420261463,0.165163448623174,0.11003761230134,0.0,0.060990477118362,0.037605711333529,0.0159356473891318,0.047981956931524,0.0,0.318516070551341,0.405405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butanal,0.163501257108213,0.153305420559118,0.094349648464031,0.0446875047818148,0.0973893614573576,0.0426529087804541,0.190289788143935,0.0,0.00643887128063574,0.0,0.0428518658645979,0.0,0.271470350152368,0.0,0.020047794053222,0.0459795567563992,0.257594118583656,0.0,0.0931163977134376,0.127328090756738,0.0,0.0494717245909939,0.0337891649116392,0.0,0.0458349178600955,0.144185468509817,0.221308433159034,0.0523764971493818,0.0,0.0,0.0347297312817605,0.0634658195324204,0.182107819258478,0.0,0.0,0.0893481697714467,0.0500355543814927,0.00924515615911331,0.0941384233307863,0.0,0.309951637396986,0.334766584766585,0.0155056595298066,0.216252886866819,0.182517333905755,0.0287022483427869,0.0182267014254189,0.229514491436815,0.0521162282777522,0.579462269959636,0.324133943603923,0.202764976958525
pentanal,0.10421480457583,0.393142194802824,0.148604188071207,0.0660878477082771,0.166522330373929,0.0685041099779022,0.270925837947348,0.0,0.00858516170751432,0.0,0.054293581094697,0.0,0.32524921031267,0.0,0.0400323240041629,0.0413816010807593,0.0531823695864968,0.0,0.116642561872167,0.140692207294575,0.0,0.0484231101999292,0.0395496979591572,0.0,0.0627897915596035,0.111496003162381,0.584288786123734,0.0503900030651769,0.0,0.0,0.0408633953741835,0.0401656816944665,0.185476398763978,0.0,0.0,0.110827716037466,0.0521071948894866,0.008958101095888,0.0972223071642018,0.0,0.308698402847169,0.248771498771499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354838709677419
