,Or2a,Or7a,Or9a,Or10a,Or13a,Or19a,Or22a,Or22b,Or23a,Or33a,Or33b,Or33c,Or35a,Or42a,Or42b,Or43a,Or43b,Or46a,Or47a,Or47b,Or49a,Or49b,Or59b,Or59c,Or65a,Or67a,Or67b,Or67c,Or67d,Or71a,Or82a,Or85a,Or85b,Or85d,Or85e,Or85f,Or88a,Or92a,Or98a,Gr21a.Gr63a,ab4B,Or69a,Ir31a,Ir41a,Ir75a,Ir75d,Ir76a,Ir84a,Ir92a,Ir64a.DC4,Ir64a.DP1m,Or83c
cyclohexanol,0.191772775403335,0.0,0.0,0.0332361918129281,0.0,0.504957392732092,0.265338837087515,0.0,0.125513975757504,0.0,0.0,0.0,0.0,0.0,0.0,0.512339956225841,0.0,0.0,0.0,0.150639839226134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226963459521046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decanol,0.0,0.0,0.0,0.0326707617367712,0.195459591938326,0.131722213720268,0.0812959144179194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107063594383237,0.0,0.0,0.0,0.0,0.259005283744391,0.0,0.0,0.0,0.0,0.0,0.0,0.172354210038901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100914195183868,0.0,0.0,0.024625662811293,0.615786240786241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-methylcyclohexanol,0.0,0.0854401889271052,0.0,0.182335725095656,0.157418357276083,0.0517759403323907,0.33825534686507,0.0,0.0,0.0,0.0,0.0,0.0,0.142679440244334,0.0400534157598057,0.0,0.0,0.0,0.0,0.209280936234345,0.0,0.0779896848403772,0.0542664279139335,0.0,0.0,0.0,0.92648550672136,0.0709990086242188,0.0,0.113798225345937,0.0502461920250091,0.0,0.144672163784542,0.0,0.0,0.0,0.0,0.0152994931895248,0.0998952403585685,0.0,0.339176173367663,0.635135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15668202764977
1-heptanol,0.0835269664535264,0.0426399197028965,0.0,0.0,0.360241403292763,0.136263034713175,0.0,0.0,0.0,0.0170594837261504,0.0199047572992332,0.0,0.812085065435472,0.197821895918639,0.0650533111724834,0.0,0.0,0.0,0.146585334481466,0.0,0.135151769570385,0.0,0.0,0.0,0.0,0.0,0.600455540921842,0.0,0.0,0.0,0.102485848989872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097226538445527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-octanol,0.180975442441156,0.057294200509859,0.0,0.169727859499921,0.658400874807494,0.473859077540008,0.421824458898445,0.0,0.0,0.0298540965207632,0.0199047572992332,0.198754040246064,0.515687260761257,0.176166804484979,0.114245591783558,0.0,0.0,0.000383691987029055,0.520009730616517,0.138227655335011,0.115106532093369,0.0779896848403772,0.0460808480667164,0.239471659661079,0.0,0.343850762838618,0.174246311647343,0.0709990086242188,0.0,0.0400458712851348,0.0813243990333552,0.0,0.741226617328438,0.415670977421809,0.148550724637681,0.0,0.0,0.0149395024784077,0.607306994991386,0.129622479401401,0.305927684033243,0.740786240786241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124423963133641
1-nonanol,0.0494714520928903,0.0386216694712953,0.0,0.0,0.0955450922351838,0.168920197017495,0.0,0.0,0.0,0.0127946127946128,0.0672773925476008,0.0,0.353856378944919,0.0708480252802844,0.0570903660428256,0.0,0.0,0.0,0.00300392507640224,0.0,0.0159969920022472,0.0,0.0,0.0,0.0,0.0,0.0773489066158559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142120307979525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645161290322581
4-octanol,0.0,0.0,0.0,0.190335855976594,0.42809775134146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214926801111119,0.0,0.0,0.0,0.0,0.139275977585317,0.0,0.0,0.0,0.0,0.0,0.0,0.124504963637444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983165495565462,0.0,0.0,0.316514122604023,0.651105651105651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-heptanol,0.0,0.0,0.0,0.0607604156884393,0.749609641071154,0.0242143064948761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189641295098046,0.0,0.0,0.0,0.0,0.112019599077367,0.0,0.0,0.0,0.0,0.0,0.0,0.365622515470196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146385992926431,0.0,0.0,0.337995024078746,0.679361179361179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-hexanol,0.0,0.0,0.0,0.187566602696598,0.660654152029923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746662951204516,0.0,0.0,0.0,0.0,0.0290562791117802,0.0,0.0,0.0,0.0,0.0,0.0,0.693914573320029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35472796490191,0.0,0.0,0.34746423786956,0.470208845208845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262672811059908
1-hexen-3-ol,0.0,0.0,0.0,0.130104597136684,0.535904325790813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133004516227892,0.0,0.0,0.0,0.0,0.153952489089597,0.0,0.0,0.0,0.0,0.0,0.0,0.255974756067706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130213554288864,0.0,0.0,0.33002727124842,0.429668304668305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isobutyl alcohol,0.0,0.190189991964656,0.0,0.0,0.0,0.0242143064948761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631893187088002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138659830961437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170506912442396
methyl acetate,0.0613929806984551,0.0736876980575069,0.148604188071207,0.0799007971997657,0.0,0.0787516136639626,0.185617314052704,0.0,0.0236091946956644,0.0,0.0944948354473489,0.0,0.0398820814735219,0.689606832738749,0.573678467048172,0.0436805789185792,0.0512850406730653,0.0,0.107798782830595,0.144687431236423,0.0,0.0515455945253841,0.759919476080939,0.151141524980798,0.0493135554405226,0.0251995542880459,0.0,0.0262694308163903,0.0,0.0,0.0514963469821308,0.026195009800739,0.1012712299526,0.0,0.0,0.0727083551801791,0.0852534430173897,0.0,0.0267871183233123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl acetate,0.0466543062784206,0.0799120847329617,0.227398612262775,0.0776698066096916,0.156112919346397,0.0996164714425622,0.265744759561735,0.0108695652173913,0.0293439050628321,0.0127946127946128,0.0591519829925052,0.202012303200918,0.0957518830461823,0.804901215096545,0.661571864063255,0.0869659697730664,0.492335798899494,0.0260743867127031,0.33135347155385,0.192071520286958,0.0421578400366004,0.059488896887914,0.604681103096436,0.108164996439775,0.0550550206732261,0.0837959022306697,0.12891840774228,0.0800006468347536,0.0,0.0383439052231074,0.0485551241779946,0.223561408025282,0.127666513892621,0.137068252111765,0.565217391304348,0.075694813971512,0.0671185936904978,0.159550066357334,0.0507153637242878,0.178665178502898,0.075692408732472,0.0,0.112320210099621,0.128784556811916,0.0456629195536864,0.00847399712977517,0.02961938082878,0.149136649788334,0.0568866555222237,0.27799822124923,0.0489698763718156,0.308755760368664
propyl acetate,0.113106438222733,0.0764799794281436,0.45734016197408,0.228456773450568,0.216126732000068,0.095244956624701,0.529528479351122,0.0,0.0601279571614647,0.0085297418630752,0.0410331497844934,0.0,0.412419339398191,0.89735383238112,0.707446973721695,0.144785501236,0.700338759408656,0.0,0.732316808529294,0.0875483059775813,0.0658773662343589,0.0713722977678276,0.164507365882611,0.0,0.0660576345477512,0.167384358679424,0.143119980947599,0.163092017644899,0.0,0.0693183590468595,0.0388465642289212,0.0209560078405912,0.552868198179346,0.0,0.0,0.175542459613908,0.079038521493408,0.0,0.513823656551918,0.318798589658875,0.0217894020082259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230414746543779
butyl acetate,0.187380598760638,0.0453949504943324,0.438365632199796,0.320956308235177,0.388830460975238,0.226598464524481,0.474238678603638,0.0,0.161288993742946,0.0,0.0477685393731792,0.0,0.265102798895888,0.0,0.0,0.17407077580986,0.635181678727405,0.0,0.822120599968389,0.0466174314491772,0.0,0.0833455456626294,0.12448594399469,0.0,0.128034341131456,0.340144962388746,0.283360082304778,0.107569080142684,0.0,0.0,0.115398363868612,0.0244486758140231,0.843269542819808,0.0,0.0,0.216203737280999,0.0562504759054745,0.0160329843668348,0.718973965616138,0.0,0.0239381926863839,0.323402948402948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pentyl acetate,0.178898511916313,0.0799757922476623,0.30586504852798,0.0818125108705515,0.474492801878363,0.369448849035639,0.541447210012595,0.072463768115942,0.13187559638031,0.021324354657688,0.0141695720330556,0.0,0.652620481391208,0.181809410027699,0.306825134505029,0.149029972371107,0.365452027223856,0.0,0.868587684664574,0.134316472715238,0.130186666160721,0.0696781472268879,0.128513382018066,0.0,0.156762739511457,0.398894023343326,0.417257831714552,0.072262182680047,0.0,0.0,0.0592487530884926,0.132368979082835,0.621668747177044,0.0,0.0,0.13732329616309,0.0747932151839433,0.0626929195370312,0.650846670668546,0.275267290503391,0.305931663917148,0.0,0.107354914632211,0.110239205028938,0.0345783564543004,0.0292489578350304,0.0280734013690337,0.12318518115026,0.049193307538365,0.270677977697202,0.0773191041217579,0.0921658986175115
hexyl acetate,0.123234561565712,0.0444279162923982,0.203539311067509,0.0380109841042308,0.411017014086948,0.211556125805158,0.38727443283682,0.0,0.0236091946956644,0.0,0.0815638784195914,0.0,0.700448503179707,0.0,0.106024509535877,0.0812260188180124,0.086187411214224,0.0,0.666080513568721,0.11255165829545,0.0,0.0538853508417014,0.10489451928047,0.0,0.177305733320572,0.121479844814755,0.135074897150063,0.0177350707747233,0.0,0.0,0.0788829256477657,0.027941343787455,0.118110741659148,0.0,0.0,0.041419000984427,0.0624653974294564,0.0119997990939109,0.257659128414795,0.0,0.0254772830841759,0.508599508599509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138248847926267
isobutyl acetate,0.128817874010108,0.131062369785039,0.477890845361114,0.401688673410716,0.0,0.197993500684186,0.631102856017083,0.0,0.0448624737387898,0.0,0.0944948354473489,0.0,0.145704309966159,0.0,0.0,0.191445275294986,0.70825086728793,0.0,0.63372183065016,0.122964174761942,0.0,0.0538853508417014,0.115768595898774,0.0,0.0724828524154027,0.0810250680696327,0.0,0.203008862441811,0.0,0.0,0.0940976915731185,0.00349266797343187,0.45170434104082,0.0,0.0,0.146618719236182,0.0707519594614322,0.0,0.68582695297596,0.0,0.0264113963736071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isopentyl acetate,0.234062009488797,0.0587484385986058,0.415170801214587,0.471134641804191,0.225964602442086,0.338540790539471,0.563130817663099,0.0,0.117841749774125,0.042648709315376,0.0327076123429441,0.221561880930039,0.127095515413397,0.355567064514112,0.234910953147823,0.163333812104399,0.416382849199366,0.0342392372946749,0.466836480667641,0.0355300997067185,0.104649211454063,0.0747090132473866,0.10147407237413,0.128991693833532,0.090976435845002,0.360131444510711,0.14817781741734,0.083791441526787,0.0,0.0590988966805313,0.0824142830034166,0.0157170058804434,0.402050964384191,0.360363273398074,0.264492753623188,0.113504053578724,0.0541788353974806,0.0198720355047079,0.654379766611555,0.158048578912654,0.30504718363697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921658986175115
E2-hexenyl acetate,0.10421480457583,0.689069822604417,0.165628814387265,0.0502431453983773,0.462395977917669,0.185349944559787,0.511652358738101,0.0,0.0279017755494215,0.0,0.0880603323919682,0.0,0.761318088178457,0.339599583427192,0.228845123337618,0.0321856897294794,0.162162752112062,0.0,0.209705249791304,0.118155973957981,0.0,0.0717415509542389,0.105708359947432,0.148809924706178,0.162408040122785,0.151840752982995,0.261849332393009,0.0524852417110332,0.0,0.0,0.0684824603135911,0.0457087530072997,0.11537933591627,0.0,0.0,0.0698414112785959,0.0521071948894866,0.0163914966579394,0.438958416445371,0.0,0.30868650613001,0.566646191646192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl butyrate,0.112264695085533,0.0677778158286871,0.422958163773803,0.166814653822641,0.0,0.0817389370096968,0.583079879951455,0.0,0.0236091946956644,0.0,0.10724599900059,0.0,0.387746773486847,0.0,0.0,0.137091651723687,0.700338759408656,0.0,0.501844377551276,0.133133080608284,0.0,0.0855101093149998,0.357801300098856,0.0,0.0692881563970985,0.234916216753355,0.0,0.212137417123088,0.0,0.0,0.0819258788328363,0.0565807887769843,0.266332130029336,0.0,0.0,0.121567284497451,0.0728235999694261,0.0,0.228840694853774,0.0,0.303278223076615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl butyrate,0.0733211398632953,0.0706085634927987,0.384583193921615,0.0764488640012218,0.188608982622222,0.219809843160418,0.486338364969632,0.0036231884057971,0.0638122369133446,0.0,0.144781249306057,0.0,0.383072871862559,0.820738023231193,0.526693353319527,0.186514647846503,0.716229380141358,0.0,0.307642131460532,0.158192039318948,0.0700812486693496,0.0457588762599667,0.119991293327746,0.349307684406771,0.0382400919468626,0.330316408090994,0.0675524305558351,0.430650895236659,0.0,0.0761909484719389,0.0468304315860532,0.468005709047304,0.273747013464486,0.11003761230134,0.0,0.106961664148937,0.0378714117143973,0.16933377124539,0.269862546926606,0.176878585009475,0.189345589776064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138248847926267
hexyl butyrate,0.0590076255642445,0.071587181745317,0.0815830899482677,0.0455158976324234,0.236316135635806,0.133240218572419,0.176722241319365,0.0,0.0214629042687858,0.0,0.0578887059393329,0.0,0.755551223763835,0.0,0.0946493255671037,0.0553808121680625,0.0208287068472749,0.0,0.0843403468292505,0.164150990044272,0.0,0.0577640141437555,0.0157274381014439,0.0,0.0849316081354131,0.144185468509817,0.38561199728256,0.0245324699453187,0.0,0.0,0.0408633953741835,0.163651175355864,0.330356957005703,0.0,0.0,0.0377538495982584,0.0417489923495169,0.0125859380379614,0.100308265532613,0.0,0.307142661768344,0.415540540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl 3-hydroxybutyrate,0.193385778881587,0.0335651058296144,0.536161451246838,0.229837009870292,0.0,0.15783663071762,0.41158464661751,0.0,0.178933904295078,0.0,0.00687405993919256,0.0,0.46243213434657,0.0,0.0,0.224734125193018,0.592531133792893,0.0,0.262236773148344,0.0718284908774701,0.0,0.131477970326344,0.0961765267452628,0.0,0.169856886721679,0.203125931935123,0.0,0.161933230336707,0.0,0.0,0.0306406218868117,0.68445106548106,0.795917675685403,0.0,0.0,0.26255406808666,0.0105019217170779,0.0,0.638503927912679,0.0,0.311238545598214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl propionate,0.101565701616092,0.14687384900888,0.264960232130537,0.115421203367924,0.113935690914988,0.0873167260420289,0.498307140659574,0.0,0.00858516170751432,0.0,0.248663451600959,0.0,0.0632414395659673,0.0,0.811988956001228,0.0997810630358549,0.684514543650106,0.0,0.214476367399794,0.139106266463575,0.0,0.0652944535247322,0.263678537561386,0.0,0.0724828524154027,0.0970653513541155,0.0,0.116661613643883,0.0,0.0,0.0548843011978814,0.174202428921047,0.130962697065979,0.0,0.0,0.110827716037466,0.0458922733655048,0.181964297522343,0.0947482848757363,0.0,0.307700624477503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230414746543779
ethyl methanoate,0.0566350377258539,0.239709251486244,0.148604188071207,0.0637703398196266,0.0,0.0702425591391028,0.0898951702322031,0.0,0.00858516170751432,0.0,0.0428518658645979,0.0,0.023122899598495,0.0,0.0,0.0390826232429393,0.0260358835590937,0.0,0.0329475608099866,0.17004701704737,0.0,0.0615601163979373,0.0785082262949584,0.0,0.0692881563970985,0.00955172063910775,0.0,0.0160719657018802,0.0,0.0,0.0206347569765559,0.04941399811232,0.0776818052667055,0.0,0.0,0.060990477118362,0.0458922733655048,0.0,0.0634102462275372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl hexanoate,0.151742754373946,0.137356041880606,0.226697302146408,0.09796199083349,0.0,0.179898148435269,0.681884043300335,0.0,0.0448624737387898,0.0,0.0,0.0,0.0264796979105934,0.0,0.0,0.108530580342172,0.283871784190896,0.0,0.746864821124632,0.0971163470029459,0.0,0.0725737233352257,0.0157274381014439,0.0,0.116980787306653,0.187981547789869,0.0,0.0523764971493818,0.0,0.0,0.0606252065373425,0.0157170058804434,0.7722417421182,0.0,0.0,0.129725865355876,0.0,0.0,0.638503927912679,0.0,0.306816144197326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl hexanoate,0.10421480457583,0.0448048445963618,0.136973575135186,0.039948468298858,0.0,0.193932548875126,0.866421897240016,0.0,0.06584971297048,0.0,0.0399357810370671,0.0,0.0,0.0,0.0,0.121121910943981,0.11880989931725,0.0,0.469077437149251,0.10987992901905,0.0,0.0551883086146224,0.00295411104940261,0.0,0.0818662174138386,0.441130123442634,0.0,0.00955685696920294,0.0,0.0,0.0408633953741835,0.00523900196014781,0.303397563716958,0.0,0.0,0.0669366120121212,0.0334624303175411,0.0,0.184476519981554,0.0,0.30504718363697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hexyl hexanoate,0.0519266473802894,0.0681269685153653,0.0652293155448122,0.05562641314848,0.0,0.0569106455511165,0.138269064656574,0.0,0.0107314521343929,0.0,0.0468034171997075,0.0,0.461685070801962,0.0,0.0,0.0390826232429393,0.0,0.0,0.0368971276966657,0.214407743151467,0.0,0.0564810066456328,0.0275997278747651,0.0,0.0527466368479647,0.00835775555921928,0.0,0.00796121162044752,0.0,0.0,0.0192670047269769,0.0634658195324204,0.0607944562956826,0.0,0.0,0.0639884353834444,0.0624653974294564,0.0,0.029829137289877,0.0,0.310354065318036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl octanoate,0.0519266473802894,0.066783250527452,0.0880007550650401,0.0469647140311219,0.0,0.111489434091786,0.609415060374542,0.0,0.0128777425612715,0.0,0.054293581094697,0.0,0.0930997656446556,0.0,0.0,0.0413816010807593,0.0130179417795468,0.0,0.206651004329837,0.129941691495006,0.0,0.0628094442005076,0.00295411104940261,0.0,0.125295003883811,0.00358189523966541,0.0,0.0177350707747233,0.0,0.0,0.0545393001672013,0.0227023418273072,0.212426193116202,0.0,0.0,0.0377538495982584,0.0396773518415229,0.0,0.0848990600018988,0.0,0.308585104757681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl octanoate,0.0519266473802894,0.059702427976189,0.0815830899482677,0.0468193225113253,0.0,0.084243907893156,0.28637935010306,0.0,0.0107314521343929,0.0,0.0242144365951538,0.0,0.0197636111312176,0.0,0.0,0.0436805789185792,0.0104143534236375,0.0,0.0872629654659941,0.18006791133422,0.0,0.0505124366988495,0.00902028725319995,0.0,0.0818662174138386,0.0,0.0,0.0160719657018802,0.0,0.0,0.0306406218868117,0.0296876777741709,0.134951002306116,0.0,0.0,0.0377538495982584,0.0458922733655048,0.0,0.0818233160693383,0.0,0.0244305416455866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl decanoate,0.0613929806984551,0.056988026898793,0.0815830899482677,0.166814653822641,0.0,0.0690877207898975,0.0683707747050452,0.0,0.0171703234150286,0.0,0.0468034171997075,0.0,0.0264796979105934,0.0,0.0,0.0553808121680625,0.0208287068472749,0.0,0.0329475608099866,0.190696749046354,0.0,0.0551883086146224,0.0174606883670477,0.0,0.0458349178600955,0.00358189523966541,0.0,0.00955685696920294,0.0,0.0,0.017899252477398,0.00873166993357968,0.0979034164493728,0.0,0.0,0.0255100208515149,0.0458922733655048,0.0,0.0511732099429198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl trans-2-butenoate,0.0759935960481819,0.0738367218129548,0.341980582243258,0.345823196516569,0.0,0.114485311600531,0.56644705461354,0.0,0.0448624737387898,0.0,0.0242144365951538,0.0,0.106307669893634,0.0,0.0,0.0206908005403796,0.745174037391212,0.0,0.164273156992314,0.0971163470029459,0.0,0.0615601163979373,0.00364929644701877,0.0,0.0660576345477512,0.216490118592603,0.0,0.0802730701306414,0.0,0.0,0.0545393001672013,0.31559049351808,0.273070984414719,0.0,0.0,0.105480658076735,0.037605711333529,0.0,0.745264890044799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl lactate,0.151742754373946,0.1192199037358,0.279899227730956,0.136451221358142,0.0,0.144019055424147,0.230177140634608,0.0,0.054715349692992,0.0,0.0506064249098666,0.0,0.0765359653863246,0.0,0.0,0.125194726538438,0.406192213457914,0.0,0.119596348969862,0.122964174761942,0.0,0.114957279687741,0.347207749696587,0.0,0.149468849374812,0.0989678757693162,0.0,0.504571541161598,0.0,0.0,0.133656082979036,0.161009240333604,0.262962754703522,0.0,0.0,0.272921597231399,0.0417489923495169,0.0,0.219288110606877,0.0,0.303278223076615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diethyl succinate,0.088574614660315,0.0611838650292284,0.13990293247772,0.0469647140311219,0.0,0.152431948397318,0.55046632362582,0.0,0.147291464277672,0.0,0.0113253175063958,0.0,0.00219595679235751,0.0,0.0,0.0553808121680625,0.0130179417795468,0.0,0.140357336418178,0.157656093854446,0.0,0.0538853508417014,0.00262139853574579,0.0,0.075643169465087,0.441894951397516,0.0,0.0262694308163903,0.0,0.0,0.10322655112833,0.0227023418273072,0.121478733494253,0.0,0.0,0.0727083551801791,0.0666086784454442,0.0,0.0267871183233123,0.0,0.304162703356793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
octyl acetate,0.0494714520928903,0.0566177331213105,0.0,0.0809503514167571,0.162029094647663,0.0653713267283111,0.165534418838757,0.0,0.0,0.0170594837261504,0.0511092804231255,0.0,0.186123489463143,0.0573738691378711,0.127562165188631,0.0,0.0,0.0,0.0843479351256243,0.0,0.00453058372531959,0.0,0.0,0.0,0.0,0.0,0.0954796458474263,0.0,0.0,0.0,0.119792024073021,0.0,0.0,0.0,0.0,0.0,0.0,0.0104408626343434,0.0,0.180993293563185,0.303741694700134,0.41031941031941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460829493087558
methyl propionate,0.0,0.0805479670778367,0.0,0.0562389865473858,0.0,0.080389303286291,0.390087413763204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26443119412972,0.0,0.0,0.0,0.163425889102099,0.0,0.0,0.0,0.182545931180388,0.0,0.0,0.0548442477489135,0.0,0.0,0.0,0.0,0.000270974783784635,0.0,0.0,0.0,0.0,0.0,0.0,0.0614742893584619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butyl hexanoate,0.0,0.0,0.0,0.0,0.0,0.0927869649303507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452640236636659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303278223076615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indole,0.0,0.0854401889271052,0.0,0.0938015981710742,0.161248242337692,0.0377988506927807,0.144848952632504,0.0,0.0,0.0,0.0,0.0,0.0,0.0312592489481777,0.0312449951322644,0.0,0.0,0.0,0.0,0.0,0.0,0.0779896848403772,0.0542664279139335,0.0,0.00835859899529691,0.0,0.0,0.0709990086242188,0.0,0.0311514934130787,0.0502461920250091,0.0,0.206023804120499,0.0,0.0,0.0,0.0363076186632555,0.0198720355047079,0.0998952403585685,0.325313395104191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-methyl butyl acetate,0.0,0.0,0.0,0.236720848416525,0.208438441095062,0.0,0.636050092994135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206799317035488,0.0,0.0,0.0,0.0,0.113417362077775,0.0,0.0,0.0,0.0,0.0,0.0,0.237319474565473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170722220320618,0.0,0.0,0.0249693978737476,0.437039312039312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sec-amyl acetate,0.0,0.0,0.0,0.0332361918129281,0.0359987914293859,0.0305421274418197,0.520186656939427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl (R)-(-)-3-hydroxybutanoate,0.0,0.0,0.0,0.184105036096603,0.485521455614327,0.0,0.420325389935611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526708460031561,0.0,0.0,0.0,0.0,0.267124078237106,0.0,0.0,0.0,0.0,0.0,0.0,0.182463864112306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353832844497541,0.0,0.0,0.328966238836341,0.372542997542998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethyl (S)-(+)-3-hydroxybutanoate,0.0,0.0,0.0,0.231874655176532,0.551411331408867,0.0,0.378237976270269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85750397803317,0.0,0.0,0.0,0.0,0.161989626341941,0.0,0.0,0.0,0.0,0.0,0.0,0.695507699248782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42781843831956,0.0,0.0,0.347644413184819,0.707002457002457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
