,pre_root_id,post_root_id,neuropil,syn_count,nt_type
131204,720575940633213591,720575940613419695,AL_L,10,ACH
131207,720575940638974848,720575940623636701,AL_L,2,ACH
131252,720575940646308740,720575940614774434,AL_R,5,ACH
131254,720575940606922674,720575940632403986,AL_R,10,ACH
131260,720575940625953466,720575940619061662,AL_R,6,ACH
131266,720575940628599296,720575940646576436,AL_R,8,ACH
131284,720575940653892257,720575940614113682,AL_L,7,ACH
131287,720575940639114557,720575940606649865,AL_R,7,ACH
131311,720575940632637139,720575940616169578,AL_L,11,ACH
131329,720575940622916075,720575940610048981,AL_L,6,SER
131333,720575940631236167,720575940631930828,AL_L,17,SER
131335,720575940627675535,720575940613824914,AL_R,5,ACH
131340,720575940620555252,720575940623636701,AL_L,5,ACH
131354,720575940608007893,720575940621500865,AL_R,5,DA
131356,720575940617650407,720575940630546540,AL_L,14,GABA
131365,720575940626631441,720575940623636701,AL_L,10,ACH
131383,720575940629543644,720575940635082871,AL_L,14,ACH
131387,720575940623071485,720575940623000858,AL_L,5,SER
131389,720575940620719743,720575940611379569,AL_L,3,SER
131393,720575940614898037,720575940637602650,AL_L,9,ACH
131397,720575940620886704,720575940619337536,AL_L,19,ACH
131406,720575940645686564,720575940624330281,AL_R,7,ACH
131422,720575940648191609,720575940610157688,AL_L,9,ACH
131450,720575940615723350,720575940632403986,AL_L,3,ACH
131460,720575940611762329,720575940630217086,AL_R,26,ACH
131471,720575940633713087,720575940639121571,AL_R,7,ACH
131484,720575940613337086,720575940627035388,AL_L,12,ACH
131506,720575940619812487,720575940644704160,AL_L,5,ACH
131522,720575940620675711,720575940628914692,AL_R,1,ACH
131538,720575940628264721,720575940632403986,AL_R,36,ACH
131550,720575940623302669,720575940632403986,AL_R,15,ACH
131571,720575940628690423,720575940630217086,AL_R,32,ACH
131574,720575940633213591,720575940616169578,AL_L,11,ACH
131589,720575940629049335,720575940631907159,AL_R,5,ACH
131594,720575940631960290,720575940632795532,AL_L,6,ACH
131608,720575940619681600,720575940620465904,AL_L,6,ACH
131619,720575940614724038,720575940635082871,AL_L,8,ACH
131628,720575940615657119,720575940628420264,AL_R,23,ACH
131650,720575940638229080,720575940628914692,AL_R,3,ACH
131693,720575940637374441,720575940604352172,AL_R,28,SER
131714,720575940610059726,720575940632403986,AL_L,7,ACH
131715,720575940625383155,720575940627035388,AL_L,12,SER
131722,720575940628599296,720575940640803200,AL_R,10,ACH
131724,720575940631680763,720575940625431866,AL_L,24,ACH
131725,720575940630174208,720575940656090017,AL_L,8,ACH
131737,720575940618293883,720575940606762686,AL_L,5,ACH
131740,720575940617542996,720575940631930828,AL_L,19,SER
131742,720575940607948483,720575940622785062,AL_L,16,ACH
131750,720575940617022277,720575940630407388,AL_R,5,ACH
131757,720575940636767856,720575940628914692,AL_L,5,ACH
131770,720575940645686564,720575940611944914,AL_L,13,ACH
131776,720575940610185221,720575940640639293,AL_L,5,ACH
131788,720575940630912908,720575940634545890,AL_R,7,ACH
131800,720575940623927956,720575940605102694,AL_L,5,SER
131806,720575940617172381,720575940622811430,AL_L,6,ACH
131812,720575940620882714,720575940632795532,AL_L,14,ACH
131829,720575940624555838,720575940605758142,AL_R,9,ACH
131857,720575940626811023,720575940605758142,AL_R,5,ACH
131869,720575940622332771,720575940632795532,AL_L,10,ACH
131871,720575940623339495,720575940616079035,AL_L,6,ACH
131875,720575940633259360,720575940617207185,AL_L,30,ACH
131884,720575940633883744,720575940631683927,AL_L,48,ACH
131885,720575940641119885,720575940627160322,AL_L,5,SER
131911,720575940614653290,720575940608970197,AL_L,5,SER
131917,720575940632224031,720575940640314190,AL_R,7,ACH
131926,720575940641282523,720575940614727903,AL_L,16,SER
131932,720575940637728063,720575940634545890,AL_R,9,ACH
131943,720575940621307230,720575940623000858,AL_L,7,ACH
131944,720575940619360532,720575940623788040,AL_L,5,SER
131959,720575940622655782,720575940623000858,AL_L,8,ACH
131961,720575940617534676,720575940617586757,AL_L,5,ACH
131971,720575940608324994,720575940604431584,AL_L,28,ACH
131981,720575940603911340,720575940624661552,AL_R,19,ACH
131983,720575940618539422,720575940630770042,AL_L,74,ACH
131992,720575940625495298,720575940610048981,AL_L,6,SER
132014,720575940629235159,720575940623788040,AL_L,5,ACH
132036,720575940626811023,720575940631619921,AL_L,5,ACH
132042,720575940619243691,720575940632403986,AL_R,10,ACH
132078,720575940630971434,720575940623636701,AL_R,7,ACH
132132,720575940609228809,720575940625251401,AL_R,1,ACH
132137,720575940628599595,720575940635934143,AL_R,5,ACH
132153,720575940628599595,720575940623636701,AL_R,1,ACH
132201,720575940623851015,720575940623739076,AL_R,5,SER
132224,720575940631630893,720575940606762686,LAL_R,3,ACH
132264,720575940628335183,720575940623955637,AL_R,5,ACH
132282,720575940618640542,720575940623788040,CRE_L,1,SER
132307,720575940616857757,720575940627927573,AL_L,6,ACH
132317,720575940645431075,720575940612197374,AL_R,10,ACH
132331,720575940618728395,720575940627066757,AL_L,6,ACH
132344,720575940631253967,720575940625584484,AL_R,5,SER
132351,720575940634771892,720575940616079035,AL_L,18,ACH
132354,720575940629350782,720575940632403986,AL_R,18,ACH
132373,720575940653913505,720575940632795532,AL_L,8,ACH
132392,720575940606001074,720575940632403986,AL_R,13,ACH
132406,720575940611208818,720575940623636701,AL_R,9,ACH
132429,720575940644530030,720575940603231916,AL_L,8,ACH
132467,720575940623122957,720575940630131663,AL_L,8,ACH
132470,720575940631964371,720575940633741229,AL_R,15,ACH
132472,720575940644076398,720575940609460491,AL_R,28,SER
132480,720575940629904748,720575940630778428,AL_L,6,SER
132488,720575940626822916,720575940611379569,AL_L,8,ACH
132492,720575940622547661,720575940616169578,AL_L,4,ACH
132505,720575940617308673,720575940625493400,AL_R,9,ACH
132506,720575940633817405,720575940621061285,AL_L,7,ACH
132532,720575940630612280,720575940611379569,AL_L,5,SER
132544,720575940638165875,720575940633190847,AL_R,30,ACH
132547,720575940620522305,720575940635945919,AL_L,5,ACH
132609,720575940621286405,720575940612714723,AL_R,16,ACH
132620,720575940628961644,720575940632403986,AL_L,4,ACH
132625,720575940623274935,720575940628914692,AL_L,6,ACH
132634,720575940617989417,720575940607990229,AL_L,15,DA
132641,720575940617511169,720575940632505359,AL_R,6,ACH
132645,720575940635745855,720575940630097103,AL_R,16,ACH
132661,720575940624964362,720575940612714723,AL_R,17,ACH
132677,720575940612096370,720575940627768409,AL_R,4,ACH
132706,720575940625720890,720575940623636701,AL_L,10,ACH
132729,720575940629153274,720575940621529435,AL_R,38,ACH
132731,720575940620802230,720575940632403986,AL_L,6,ACH
132762,720575940624062612,720575940624661552,AL_R,25,ACH
132768,720575940623603495,720575940616758322,AL_R,6,ACH
132784,720575940618784891,720575940632698797,AL_R,7,SER
132855,720575940626199059,720575940619928429,AL_L,5,ACH
132857,720575940624878992,720575940628573519,AL_R,6,ACH
132862,720575940628621316,720575940632403986,AL_L,3,DA
132919,720575940613011375,720575940629009513,AL_R,13,ACH
132928,720575940638511267,720575940631161570,AL_R,25,ACH
132952,720575940620101614,720575940646122804,AL_L,5,ACH
132953,720575940618606983,720575940605309361,AL_R,22,ACH
132956,720575940638511267,720575940627772009,AL_L,38,ACH
132969,720575940611369938,720575940634545890,AL_R,5,ACH
132971,720575940616254016,720575940638128474,AL_L,5,DA
133024,720575940633311328,720575940605758142,AL_R,5,SER
133038,720575940623129587,720575940638128474,AL_L,7,ACH
133045,720575940633998687,720575940624057853,AL_L,5,ACH
133056,720575940619429803,720575940630407388,AL_R,6,ACH
133074,720575940629235159,720575940630097103,AL_R,27,SER
133077,720575940617454114,720575940632403986,AL_L,7,ACH
133078,720575940649134969,720575940623000858,AL_L,6,SER
133092,720575940625890712,720575940616566133,AL_R,6,SER
133093,720575940620348342,720575940635604581,AL_R,6,SER
133105,720575940632108205,720575940619456728,AL_R,11,SER
133139,720575940617087325,720575940649045369,AL_R,19,ACH
133142,720575940628800277,720575940632403986,AL_L,16,ACH
133158,720575940639022414,720575940630407388,AL_R,5,SER
133161,720575940624369968,720575940633294796,AL_R,5,SER
133171,720575940611261098,720575940633294796,AL_R,8,ACH
133183,720575940621482665,720575940632007983,AL_R,6,ACH
133195,720575940614723495,720575940604352172,AL_R,13,SER
133203,720575940626868361,720575940632403986,AL_R,8,ACH
133206,720575940635419237,720575940610292430,AL_R,23,ACH
133209,720575940621767629,720575940611379569,AL_L,8,ACH
133211,720575940639260032,720575940623636701,AL_R,6,GABA
133215,720575940619791019,720575940616169578,AL_L,11,ACH
133236,720575940624958757,720575940630407388,AL_R,5,ACH
133247,720575940644512791,720575940633741229,AL_R,5,ACH
133260,720575940642599328,720575940631683927,AL_L,2,ACH
133293,720575940620714921,720575940625584484,AL_R,7,ACH
133297,720575940629454974,720575940634545890,AL_R,11,ACH
133300,720575940623298253,720575940616169578,AL_L,8,SER
133308,720575940628429056,720575940632403986,AL_L,30,ACH
133309,720575940623205705,720575940625584484,AL_R,6,ACH
133340,720575940626299678,720575940632403986,AL_R,1,DA
133361,720575940631239076,720575940635945919,AL_L,8,ACH
133363,720575940620679233,720575940623636701,AL_R,5,DA
133368,720575940620421153,720575940632835688,AL_R,9,ACH
133371,720575940622198664,720575940632403986,AL_R,9,ACH
133374,720575940627453895,720575940617343316,AL_R,6,SER
133378,720575940619675056,720575940632795532,AL_L,5,SER
133409,720575940617534676,720575940606762686,AL_L,11,ACH
133416,720575940614110866,720575940617179451,AL_L,13,DA
133424,720575940631925096,720575940612637554,AL_R,6,ACH
133451,720575940633811005,720575940615160386,AL_L,9,ACH
133454,720575940645728132,720575940618615360,AL_R,10,ACH
133455,720575940631014703,720575940616079035,AL_L,9,ACH
133475,720575940621110305,720575940617343316,AL_R,12,SER
133478,720575940622281399,720575940623636701,AL_R,14,SER
133506,720575940625795453,720575940633294796,AL_R,5,SER
133517,720575940633991263,720575940635933119,AL_L,16,ACH
133522,720575940631941587,720575940614956072,AL_R,14,ACH
133524,720575940620572933,720575940609460491,AL_R,18,ACH
133566,720575940605915872,720575940616169578,AL_L,5,SER
133568,720575940628909623,720575940632403986,AL_L,8,ACH
133587,720575940622039501,720575940613419695,AL_L,12,ACH
133608,720575940619674840,720575940634545890,AL_R,8,ACH
133614,720575940620071872,720575940609282825,AL_R,8,ACH
133629,720575940624641680,720575940611379569,AL_L,7,ACH
133631,720575940625671426,720575940636873791,AL_L,26,ACH
133634,720575940659770497,720575940634303132,AL_R,8,ACH
133639,720575940629099770,720575940608628419,AL_R,13,ACH
133645,720575940626607626,720575940638128474,AL_L,5,ACH
133646,720575940621044863,720575940631683927,AL_R,6,ACH
133657,720575940624500519,720575940623000858,AL_L,5,SER
133659,720575940635745855,720575940628739560,AL_L,53,ACH
133679,720575940612019442,720575940625977802,AL_R,5,ACH
133686,720575940622084681,720575940617295901,AL_R,3,ACH
133702,720575940609590596,720575940634545890,AL_R,6,ACH
133705,720575940620831265,720575940623636701,AL_L,6,SER
133707,720575940623927956,720575940617229632,AL_R,5,ACH
133872,720575940635126452,720575940623636701,AL_R,6,ACH
133889,720575940616857757,720575940608199748,AL_L,16,ACH
133895,720575940629326841,720575940609282825,AL_R,7,ACH
133896,720575940620202111,720575940615366055,AL_R,44,SER
133906,720575940630642447,720575940620189790,AL_L,22,ACH
133914,720575940633471839,720575940616169578,AL_L,5,ACH
133924,720575940613798195,720575940631161570,AL_R,63,ACH
133928,720575940632193055,720575940634545890,AL_R,9,ACH
133962,720575940629587031,720575940606267659,AL_L,5,ACH
133966,720575940619798381,720575940639121571,AL_R,9,ACH
133974,720575940608313611,720575940627042064,AL_R,13,ACH
133976,720575940637472053,720575940632403986,AL_R,12,ACH
133987,720575940633313376,720575940634325087,AL_R,5,ACH
133991,720575940629270487,720575940611703080,AL_R,13,ACH
134001,720575940626571592,720575940609460491,AL_R,22,ACH
134007,720575940659164545,720575940628181520,AL_L,29,ACH
134038,720575940627000582,720575940614756589,AL_R,21,ACH
134044,720575940632458195,720575940625784153,AL_L,25,ACH
134047,720575940630442745,720575940614309535,AL_L,6,ACH
134054,720575940622745834,720575940630407388,AL_R,16,ACH
134081,720575940634622303,720575940603464672,AL_R,7,ACH
134088,720575940623942119,720575940628023685,AL_L,19,SER
134099,720575940617534676,720575940611379569,AL_L,20,ACH
134112,720575940620197104,720575940640032896,AL_L,9,SER
134129,720575940659164545,720575940609282825,AL_R,20,ACH
134143,720575940618960555,720575940614113682,AL_L,12,ACH
134144,720575940654069409,720575940611379569,AL_L,7,SER
134162,720575940628408143,720575940610669614,AL_L,7,ACH
134167,720575940624227509,720575940633294796,AL_R,11,ACH
134181,720575940614691690,720575940630407388,AL_R,6,ACH
134184,720575940607818965,720575940637594334,AL_R,14,ACH
134236,720575940613885506,720575940615394719,AL_L,7,ACH
134242,720575940630990756,720575940632403986,AL_L,11,ACH
134244,720575940629918459,720575940635945919,AL_L,6,ACH
134247,720575940629588854,720575940617781383,AL_R,11,ACH
134261,720575940624304432,720575940611379569,AL_L,7,ACH
134268,720575940633250530,720575940619280705,AL_R,6,ACH
134296,720575940614147178,720575940623636701,AL_R,5,SER
134316,720575940611045781,720575940634545890,AL_R,10,ACH
134327,720575940620015201,720575940622054497,AL_L,5,ACH
134347,720575940616220765,720575940611372714,AL_L,7,ACH
134357,720575940635184485,720575940630024566,AL_L,35,SER
134376,720575940619210375,720575940633294796,AL_R,6,ACH
134398,720575940649429625,720575940625431866,AL_L,26,ACH
134406,720575940614833567,720575940611079236,AL_L,42,SER
134415,720575940631727308,720575940634545890,AL_R,6,ACH
134418,720575940634570744,720575940640803200,AL_R,5,ACH
134425,720575940628953210,720575940624180479,AL_R,5,ACH
134429,720575940637887872,720575940627066757,AL_L,6,ACH
134447,720575940622547661,720575940617207185,CRE_L,6,ACH
134459,720575940624121358,720575940620189790,AL_L,13,ACH
134461,720575940631041071,720575940632167085,AL_R,21,ACH
134462,720575940633938657,720575940623788040,AL_L,10,ACH
134516,720575940617712438,720575940617179451,AL_L,18,ACH
134523,720575940615723350,720575940611379569,AL_L,9,ACH
134531,720575940615398075,720575940609903077,AL_R,14,ACH
134542,720575940620101614,720575940632403986,AL_R,8,ACH
134545,720575940620538806,720575940604407468,AL_R,8,ACH
134552,720575940614548253,720575940611379569,AL_L,7,ACH
134554,720575940616045106,720575940622448589,AL_R,19,ACH
134572,720575940626253331,720575940623636701,AL_R,7,ACH
134627,720575940617454114,720575940631193052,AL_R,31,ACH
134664,720575940617577797,720575940619071005,AL_R,40,SER
134667,720575940650822265,720575940603464672,AL_R,5,ACH
134679,720575940614569414,720575940620541349,AL_L,8,ACH
134693,720575940613664874,720575940605758142,AL_R,6,ACH
134765,720575940628897280,720575940610048981,AL_L,6,SER
134766,720575940618539422,720575940611379569,AL_L,6,ACH
134773,720575940631406673,720575940623303108,AL_R,5,ACH
134811,720575940628303183,720575940630549370,AL_R,13,SER
134817,720575940635593358,720575940640803200,AL_R,7,ACH
134826,720575940630630248,720575940620595053,AL_L,10,ACH
134828,720575940639025998,720575940637594334,AL_R,39,ACH
134843,720575940645431075,720575940630407388,AL_R,15,ACH
134854,720575940625613514,720575940630407388,AL_R,5,ACH
134862,720575940620686324,720575940623000858,AL_L,5,ACH
134863,720575940631595562,720575940623000858,AL_L,8,ACH
134865,720575940629518892,720575940632403986,AL_L,6,ACH
134886,720575940620146523,720575940631328104,AL_L,14,ACH
134905,720575940624369968,720575940628739560,AL_L,38,DA
134923,720575940626726730,720575940615366055,AL_R,78,ACH
134935,720575940609633378,720575940638719104,AL_L,5,ACH
134970,720575940616254016,720575940623901695,AL_L,6,ACH
134980,720575940609924306,720575940616169578,AL_L,8,ACH
134984,720575940620686324,720575940621256212,AL_L,23,ACH
134993,720575940620932717,720575940606762686,AL_L,7,SER
134999,720575940628993900,720575940633294796,AL_R,9,ACH
135002,720575940628597291,720575940623000858,AL_L,9,ACH
135017,720575940613118610,720575940640314190,AL_L,4,ACH
135024,720575940606922674,720575940621239679,AL_R,8,ACH
135037,720575940625127354,720575940625251401,AL_L,5,SER
135053,720575940617479169,720575940625493400,AL_R,12,ACH
135057,720575940624366835,720575940620437339,AL_L,5,ACH
135093,720575940631067715,720575940627042064,AL_R,18,ACH
135141,720575940627811995,720575940629279544,AL_R,7,ACH
135144,720575940606949042,720575940619061662,AL_R,7,ACH
135145,720575940630947375,720575940640032896,AL_L,10,SER
135147,720575940608227541,720575940622368792,AL_L,17,ACH
135152,720575940640282869,720575940630407388,AL_R,7,ACH
135156,720575940607375881,720575940619838912,AL_L,12,ACH
