,pre_root_id,post_root_id,neuropil,syn_count,nt_type
124892,720575940611161237,720575940623000858,AL_L,15,ACH
124901,720575940623971848,720575940634545890,AL_R,10,ACH
124956,720575940613337086,720575940606649865,AL_R,9,ACH
124974,720575940629728732,720575940632795532,AL_L,9,SER
124978,720575940619419757,720575940619071005,AL_R,53,ACH
124984,720575940610724306,720575940623000858,AL_L,9,ACH
124987,720575940629226044,720575940640803200,AL_R,8,ACH
124994,720575940620577217,720575940630407388,AL_R,5,SER
125022,720575940622262593,720575940616169578,AL_L,8,ACH
125038,720575940634078303,720575940605758142,AL_R,5,ACH
125047,720575940627636476,720575940630066007,AL_R,6,ACH
125050,720575940618293883,720575940623636701,AL_R,3,ACH
125057,720575940621307230,720575940623788040,AL_L,5,ACH
125067,720575940631680763,720575940623000858,AL_L,7,ACH
125072,720575940620714921,720575940605758142,AL_R,9,ACH
125077,720575940610464195,720575940611022515,AL_L,15,ACH
125081,720575940635126452,720575940623636701,AL_L,4,SER
125083,720575940626856721,720575940613167007,AL_L,22,ACH
125085,720575940628565114,720575940623901695,AL_L,7,ACH
125107,720575940621098879,720575940632403986,AL_L,5,ACH
125109,720575940623274935,720575940623636701,AL_R,25,ACH
125132,720575940622198664,720575940614309535,AL_L,9,ACH
125139,720575940627316303,720575940619071005,AL_R,52,SER
125154,720575940634733537,720575940620249941,AL_R,21,ACH
125188,720575940643183140,720575940632403986,AL_L,8,ACH
125234,720575940638229080,720575940612714723,AL_R,5,GABA
125270,720575940619297963,720575940616169578,AL_L,6,SER
125276,720575940625383299,720575940609460491,AL_R,16,SER
125278,720575940638511267,720575940632795532,AL_L,9,ACH
125289,720575940638860672,720575940611372714,AL_L,16,ACH
125307,720575940626122535,720575940614956072,AL_R,5,ACH
125312,720575940611637418,720575940632403986,AL_L,7,SER
125314,720575940614742214,720575940618865112,AL_R,6,ACH
125324,720575940632333395,720575940623636701,AL_L,7,SER
125328,720575940628407375,720575940639080765,AL_R,42,ACH
125344,720575940629248044,720575940632007983,AL_R,5,ACH
125349,720575940622655782,720575940627035388,AL_L,6,ACH
125365,720575940639116496,720575940628524292,AL_L,38,ACH
125395,720575940617479169,720575940609282825,AL_R,7,SER
125416,720575940642936264,720575940626986885,AL_R,22,ACH
125422,720575940627948111,720575940634545890,AL_R,9,ACH
125423,720575940610519747,720575940616169578,AL_L,7,ACH
125426,720575940619367083,720575940635604581,AL_R,5,SER
125452,720575940644366536,720575940611379569,AL_L,5,ACH
125458,720575940627737073,720575940605758142,AL_R,5,ACH
125460,720575940625728899,720575940628573519,AL_R,8,ACH
125461,720575940628707600,720575940634545890,AL_R,7,ACH
125468,720575940620671512,720575940630097103,AL_R,16,ACH
125474,720575940617244116,720575940633294796,AL_R,5,DA
125488,720575940629253948,720575940622368792,AL_L,10,ACH
125499,720575940627707753,720575940632403986,AL_L,24,ACH
125642,720575940628264721,720575940625251401,AL_L,4,ACH
125654,720575940626800792,720575940622448589,AL_R,6,ACH
125673,720575940621424397,720575940623636701,CRE_L,2,ACH
125729,720575940623353488,720575940623000858,AL_L,5,SER
125740,720575940623276471,720575940627708688,AL_L,18,SER
125744,720575940632404706,720575940638128474,AL_L,8,ACH
125764,720575940616480852,720575940632403986,AL_L,1,ACH
125767,720575940622977799,720575940628181520,AL_L,18,ACH
125773,720575940629099770,720575940632795532,AL_L,5,ACH
125787,720575940644902179,720575940605883569,AL_R,5,ACH
125794,720575940634057976,720575940623636701,AL_L,4,SER
125797,720575940614586690,720575940632403986,AL_R,5,ACH
125816,720575940619681600,720575940610408643,AL_L,5,ACH
125829,720575940649134969,720575940638633535,AL_L,35,ACH
125859,720575940617034013,720575940628059978,AL_R,6,ACH
125889,720575940616439697,720575940623636701,AL_L,6,ACH
125909,720575940615146562,720575940630914858,AL_R,99,ACH
125912,720575940633175196,720575940617207185,AL_L,23,ACH
125919,720575940620082096,720575940603464672,AL_R,12,ACH
125924,720575940636193758,720575940608628419,AL_R,15,ACH
125934,720575940622070004,720575940615189465,AL_R,8,ACH
125950,720575940620148059,720575940633294796,AL_R,13,ACH
125953,720575940620574817,720575940634545890,AL_R,6,ACH
125993,720575940622099294,720575940637628762,AL_R,14,SER
125998,720575940624366323,720575940641592795,AL_L,6,ACH
126010,720575940614522847,720575940606762686,AL_R,11,SER
126023,720575940635170679,720575940632403986,AL_L,7,ACH
126028,720575940622204612,720575940632167085,AL_R,35,ACH
126052,720575940612800153,720575940623636701,AL_R,6,ACH
126053,720575940628380827,720575940623636701,AL_L,5,SER
126072,720575940637594458,720575940627708688,AL_L,12,SER
126079,720575940624878992,720575940614757974,AL_R,7,ACH
126080,720575940626183443,720575940637594334,AL_R,7,ACH
126098,720575940638872629,720575940631930828,AL_L,8,ACH
126124,720575940632637139,720575940628822248,AL_R,8,ACH
126129,720575940607459849,720575940635945919,AL_L,5,ACH
126133,720575940613051699,720575940634545890,AL_R,8,ACH
126142,720575940626976522,720575940618385620,AL_L,4,ACH
126146,720575940615833174,720575940609447179,AL_R,19,ACH
126151,720575940627214891,720575940633294796,AL_R,5,ACH
126163,720575940628660224,720575940619531373,AL_R,32,ACH
126172,720575940626811023,720575940640314190,AL_R,7,ACH
126179,720575940627318696,720575940634545890,AL_R,7,ACH
126184,720575940631239076,720575940616169578,AL_L,7,ACH
126207,720575940654436769,720575940623543881,AL_R,7,ACH
126218,720575940623623687,720575940637009636,AL_L,24,ACH
126240,720575940628953210,720575940634545890,AL_R,5,ACH
126248,720575940608283147,720575940637469254,AL_R,5,ACH
126250,720575940623353488,720575940617207185,AL_L,52,ACH
126268,720575940628790142,720575940640697808,AL_L,16,SER
126269,720575940623322697,720575940635082871,AL_L,7,ACH
126274,720575940616356281,720575940609282825,AL_R,8,ACH
126285,720575940629557292,720575940631193052,AL_R,15,ACH
126286,720575940611578794,720575940603464672,AL_R,5,ACH
126302,720575940619789248,720575940623000858,AL_L,16,SER
126303,720575940613508970,720575940617295901,AL_R,5,ACH
126307,720575940622891923,720575940616169578,AL_L,8,ACH
126314,720575940638229080,720575940628524292,AL_L,44,ACH
126321,720575940615696490,720575940634545890,AL_R,19,ACH
126353,720575940620705012,720575940616169578,AL_L,6,ACH
126354,720575940632458195,720575940632795532,AL_L,5,ACH
126359,720575940617534676,720575940632403986,AL_L,39,ACH
126361,720575940635419237,720575940623788040,AL_L,6,ACH
126363,720575940620148059,720575940612714723,AL_R,6,ACH
126364,720575940653295009,720575940623636701,AL_R,7,ACH
126368,720575940615903547,720575940603464672,AL_R,53,ACH
126372,720575940619357264,720575940617343316,AL_R,12,SER
126381,720575940629009769,720575940630546540,AL_R,12,GABA
126382,720575940625442192,720575940626115134,AL_R,5,ACH
126395,720575940628677114,720575940618757666,AL_L,5,GABA
126398,720575940616045106,720575940630547909,AL_R,5,ACH
126403,720575940622242253,720575940640314190,AL_R,5,ACH
126404,720575940628372635,720575940617781383,AL_R,18,ACH
126409,720575940623087859,720575940621086996,AL_R,42,ACH
126417,720575940616045106,720575940620266406,AL_R,7,ACH
126438,720575940621373680,720575940622368792,AL_L,9,ACH
126462,720575940614634346,720575940606649865,AL_R,5,ACH
126465,720575940617681822,720575940630407388,AL_R,7,ACH
126469,720575940623747086,720575940637208718,AL_L,6,ACH
126471,720575940620023024,720575940635983770,AVLP_R,2,GABA
126474,720575940649433209,720575940634939327,AL_L,21,ACH
126489,720575940631510865,720575940623788040,AL_L,5,ACH
126494,720575940616670242,720575940623636701,AL_L,9,ACH
126506,720575940628769662,720575940606751922,AL_L,6,ACH
126513,720575940621072297,720575940609282825,AL_R,5,ACH
126515,720575940612033778,720575940613864401,AL_R,9,DA
126524,720575940633991263,720575940634545890,AL_R,8,ACH
126534,720575940629009786,720575940604431584,AL_L,15,ACH
126554,720575940634818296,720575940623788040,AL_L,12,ACH
126558,720575940625813081,720575940624515571,AL_L,22,ACH
126567,720575940625657530,720575940613579943,AL_L,114,ACH
126609,720575940633211031,720575940625493400,AL_R,7,ACH
126620,720575940627213736,720575940632167085,AL_R,16,ACH
126637,720575940632192799,720575940619417326,AL_L,6,ACH
126644,720575940615767739,720575940628739560,AL_L,26,ACH
126651,720575940626631441,720575940616824588,AL_L,32,ACH
126662,720575940629965788,720575940632403986,AL_L,10,ACH
126664,720575940621668428,720575940604352172,AL_R,14,ACH
126681,720575940640851189,720575940611379569,AL_L,7,ACH
126684,720575940619219627,720575940631683927,LAL_R,1,ACH
126693,720575940637619509,720575940607687260,AL_R,6,ACH
126700,720575940645917492,720575940617179451,AL_L,17,SER
126719,720575940618640542,720575940628420264,AL_R,5,ACH
126731,720575940619674840,720575940623636701,AL_R,6,ACH
126735,720575940633471839,720575940632403986,AL_L,19,ACH
126736,720575940619419757,720575940630770042,AL_L,63,SER
126747,720575940631468335,720575940612355507,AL_R,5,SER
126752,720575940616944251,720575940638128474,AL_L,6,ACH
126766,720575940638642560,720575940614774434,AL_R,7,SER
126768,720575940619632148,720575940623788040,AL_L,5,ACH
126770,720575940613911186,720575940640697808,AL_L,17,ACH
126786,720575940617695572,720575940633294796,AL_R,15,ACH
126795,720575940622375389,720575940627265274,AL_L,13,ACH
126803,720575940632108205,720575940632403986,AL_L,5,ACH
126821,720575940632765388,720575940603231916,AL_L,10,ACH
126829,720575940620783898,720575940606649865,AL_R,13,ACH
126834,720575940626147971,720575940638624189,AL_R,17,SER
126847,720575940615380530,720575940616169578,CRE_L,1,GABA
126853,720575940610185221,720575940615073587,AL_L,6,ACH
126857,720575940629471682,720575940614309535,AL_L,5,SER
126861,720575940623607527,720575940631619921,AL_L,10,ACH
126879,720575940626589053,720575940617207185,AL_L,55,ACH
126885,720575940635757936,720575940618385620,AL_L,6,SER
126893,720575940649394553,720575940611379569,AL_L,5,ACH
126912,720575940621821004,720575940621398254,AL_L,5,ACH
126923,720575940619150040,720575940622457443,AL_R,8,ACH
126926,720575940613053393,720575940623636701,AL_R,7,ACH
126940,720575940626997912,720575940610669614,AL_L,5,SER
126943,720575940633713087,720575940606649865,AL_R,11,ACH
126944,720575940613437359,720575940637628762,AL_R,7,SER
126950,720575940623457609,720575940623000858,AL_L,5,ACH
126951,720575940636599182,720575940616169578,AL_L,5,ACH
126969,720575940618946901,720575940628259407,AL_R,8,ACH
126973,720575940638542426,720575940649045369,AL_R,14,ACH
126988,720575940639449507,720575940630592031,AL_R,9,ACH
127015,720575940614102930,720575940618385620,AL_L,5,DA
127018,720575940624211640,720575940612355507,AL_R,9,ACH
127023,720575940631353764,720575940623788040,AL_L,5,ACH
127030,720575940620750716,720575940615513086,AL_R,5,ACH
127038,720575940628202089,720575940646576436,AL_R,9,ACH
127054,720575940653892257,720575940613804259,AL_R,5,ACH
127072,720575940616093746,720575940626143806,AL_R,18,SER
127082,720575940637087039,720575940619061662,AL_R,5,ACH
127084,720575940623472264,720575940623636701,AL_R,10,ACH
127088,720575940607865180,720575940623788040,AL_L,8,SER
127090,720575940631727308,720575940630407388,AL_R,6,ACH
127094,720575940626107800,720575940634545890,AL_R,22,ACH
127103,720575940623265258,720575940660217985,AL_R,6,ACH
127105,720575940631956397,720575940627480586,AL_L,14,ACH
127107,720575940623062749,720575940638624189,AL_R,18,ACH
127113,720575940626812072,720575940631054634,AL_R,12,ACH
127156,720575940611762329,720575940631619921,AL_L,6,ACH
127184,720575940632175407,720575940617229632,AL_R,5,SER
127200,720575940641779445,720575940620266406,AL_R,6,ACH
127205,720575940639931893,720575940622311704,AL_R,5,ACH
127244,720575940642599328,720575940640314190,AL_L,1,ACH
127304,720575940631315503,720575940630155083,AL_R,5,ACH
127325,720575940612160153,720575940632403986,AL_L,2,DA
127361,720575940644262935,720575940629926159,AL_L,7,SER
127371,720575940621740493,720575940624435128,AL_R,6,ACH
127377,720575940617645652,720575940638633535,AL_L,29,SER
127383,720575940626631441,720575940618757666,AL_L,8,ACH
127402,720575940629199810,720575940634229615,AL_L,11,ACH
127426,720575940614430102,720575940632795532,AL_L,8,ACH
127427,720575940631510865,720575940624180479,AL_R,5,ACH
127454,720575940635419237,720575940638128474,AL_L,7,ACH
127455,720575940624828464,720575940617917760,AL_R,5,SER
127479,720575940619219627,720575940632795532,LAL_L,1,ACH
127491,720575940628888375,720575940623788040,AL_L,5,ACH
127494,720575940621554693,720575940619620852,AL_L,5,ACH
127496,720575940618728395,720575940623636701,AL_L,6,ACH
127502,720575940626585481,720575940619061662,AL_R,5,ACH
127515,720575940653913505,720575940641592795,AL_L,6,ACH
127542,720575940620882714,720575940640314190,AL_R,9,ACH
127556,720575940617577797,720575940632795532,AL_L,6,ACH
127602,720575940632333395,720575940616169578,AL_L,6,ACH
127614,720575940631639058,720575940613419695,AL_L,26,ACH
127622,720575940626282633,720575940632795532,AL_L,15,ACH
127626,720575940629199810,720575940620199962,AL_L,11,ACH
127630,720575940616356281,720575940610408643,AL_L,6,ACH
127631,720575940616601345,720575940611372714,AL_L,10,ACH
127636,720575940622655782,720575940629279544,AL_R,5,ACH
127639,720575940623129587,720575940623000858,CRE_L,1,ACH
127643,720575940622477508,720575940623636701,AL_R,14,ACH
127649,720575940623147959,720575940631930828,AL_L,23,SER
127655,720575940628597291,720575940617207185,CRE_L,3,ACH
127673,720575940638678179,720575940623636701,AL_R,1,ACH
127699,720575940625583204,720575940637666446,AL_L,6,ACH
127704,720575940621914381,720575940637594334,AL_R,29,ACH
127707,720575940622604749,720575940633804212,AL_L,31,ACH
127712,720575940621378580,720575940624661552,AL_R,18,ACH
127748,720575940645612579,720575940608970197,AL_L,11,SER
127762,720575940628976887,720575940639892413,AL_L,11,ACH
127763,720575940622540969,720575940623636701,AL_L,7,SER
127766,720575940621373680,720575940616079035,AL_L,15,ACH
127767,720575940617433142,720575940639892413,AL_L,62,ACH
127784,720575940623358954,720575940623543881,AL_R,5,ACH
127794,720575940623071270,720575940620541349,AL_L,5,SER
127828,720575940637087039,720575940633804212,AL_L,9,ACH
127842,720575940609929426,720575940622368792,AL_L,12,ACH
127845,720575940630838570,720575940619061662,AL_R,6,SER
127859,720575940633367377,720575940631942999,AL_L,5,ACH
127881,720575940629263872,720575940623636701,AL_L,11,SER
127882,720575940623205705,720575940633294796,AL_R,5,ACH
127898,720575940619702337,720575940606762686,AL_R,8,SER
127903,720575940623062749,720575940637628762,AL_R,12,ACH
127909,720575940617058521,720575940634939327,AL_L,9,ACH
127921,720575940625485657,720575940606649865,AL_R,8,ACH
127924,720575940620675711,720575940632403986,AL_R,8,ACH
127933,720575940629182402,720575940632403986,AL_L,6,ACH
127952,720575940613885506,720575940608628419,AL_R,13,ACH
127977,720575940611762329,720575940621123113,AL_R,56,ACH
127987,720575940626925480,720575940606267659,AL_L,5,ACH
127991,720575940661296001,720575940630407388,AL_R,18,ACH
127996,720575940628202089,720575940624941244,AL_R,22,ACH
128008,720575940654499745,720575940606762686,AL_L,6,ACH
128018,720575940615060290,720575940617175965,AL_R,5,ACH
128019,720575940618728395,720575940611379569,AL_L,8,ACH
128028,720575940626769304,720575940632403986,AL_L,9,ACH
128073,720575940619576912,720575940609282825,AL_R,6,ACH
128078,720575940630532439,720575940623000858,AL_L,7,ACH
128084,720575940642455200,720575940616169578,AL_L,6,ACH
128117,720575940630630248,720575940635664046,AL_L,12,ACH
128145,720575940616093746,720575940627214235,AL_R,6,ACH
128166,720575940640851189,720575940617917760,AL_R,10,SER
128168,720575940624037052,720575940632403986,AL_L,6,ACH
128183,720575940612881105,720575940633294796,AL_R,8,ACH
128196,720575940628641871,720575940635945919,AL_L,5,ACH
128198,720575940623607527,720575940628316047,AL_L,28,ACH
128202,720575940613699807,720575940626143806,AL_R,12,SER
128213,720575940641372112,720575940611079236,AL_L,23,SER
128215,720575940611223794,720575940616566133,AL_R,5,SER
128221,720575940628660224,720575940631683927,AL_L,4,ACH
128223,720575940625502595,720575940656090017,AL_L,38,ACH
128224,720575940619298731,720575940611379569,AL_L,8,ACH
128233,720575940617825563,720575940611379569,AL_L,5,SER
128249,720575940625342648,720575940632505359,AL_R,5,ACH
128256,720575940639118653,720575940633294796,AL_R,9,ACH
128282,720575940623147959,720575940637136752,AL_R,5,DA
128294,720575940619565648,720575940632698797,AL_R,9,ACH
128342,720575940623353488,720575940632403986,AL_L,2,SER
128396,720575940629098618,720575940656090017,AL_L,19,ACH
128404,720575940630514191,720575940632795532,AL_L,8,ACH
128411,720575940654500257,720575940611379569,AL_L,8,ACH
128432,720575940622084681,720575940632698797,AL_R,19,ACH
128433,720575940629677509,720575940620189790,AL_L,18,ACH
128439,720575940623037283,720575940637208718,AL_L,5,SER
128445,720575940617433142,720575940628914692,AL_L,9,ACH
128449,720575940638667846,720575940623636701,AL_L,5,ACH
128456,720575940628061968,720575940627160322,AL_L,31,ACH
128461,720575940621285452,720575940609282825,AL_R,7,ACH
128482,720575940620774326,720575940644362788,AL_L,5,SER
128483,720575940626779644,720575940609282825,AL_R,11,ACH
128490,720575940653913505,720575940623901695,AL_L,5,ACH
128508,720575940634991215,720575940623636701,AL_R,7,ACH
128510,720575940642669728,720575940642410020,AL_R,16,ACH
128550,720575940610412386,720575940637469254,AL_R,8,ACH
128572,720575940617514653,720575940631930828,AL_L,9,SER
128579,720575940620056496,720575940634325087,AL_R,8,ACH
128581,720575940633991263,720575940626986885,AL_R,27,ACH
128647,720575940638855733,720575940622448589,AL_R,5,ACH
128651,720575940619429803,720575940626115134,AL_R,8,ACH
128664,720575940629567473,720575940624330281,AL_R,5,ACH
128672,720575940621182889,720575940613804259,AL_R,5,ACH
128677,720575940622624234,720575940612699761,AL_R,14,SER
128679,720575940623367607,720575940637009636,AL_L,16,ACH
128692,720575940614258082,720575940632795532,AL_L,7,ACH
128696,720575940631620712,720575940611379569,AL_L,5,SER
128719,720575940610873237,720575940632795532,AL_L,5,ACH
128720,720575940635978638,720575940638128474,AL_L,11,ACH
128725,720575940619675056,720575940623000858,AL_L,6,ACH
128728,720575940609845454,720575940618277184,AL_R,24,ACH
128744,720575940642936520,720575940640803200,AL_R,7,ACH
128745,720575940625273116,720575940638128474,AL_L,5,SER
128755,720575940647097732,720575940628023685,AL_L,5,SER
128764,720575940626879484,720575940611079236,AL_L,15,SER
128775,720575940633811005,720575940635664046,AL_L,6,ACH
128779,720575940629099770,720575940609282825,AL_R,6,ACH
128809,720575940636052080,720575940611079236,AL_L,50,ACH
128859,720575940614833567,720575940631526215,AL_R,5,ACH
128870,720575940621304325,720575940613864401,AL_R,5,ACH
129036,720575940629248044,720575940623788040,AL_L,5,ACH
129044,720575940619973211,720575940619807397,AL_L,5,SER
129045,720575940633543650,720575940626023001,AL_L,6,ACH
129090,720575940619798381,720575940629279544,AL_R,5,ACH
129096,720575940638513752,720575940630407388,AL_R,20,ACH
129103,720575940626822916,720575940630546540,AL_L,30,ACH
129108,720575940618293883,720575940622726271,AL_R,174,ACH
129144,720575940624384007,720575940630547909,AL_R,5,ACH
129149,720575940635184485,720575940616169578,AL_L,8,SER
129161,720575940631450451,720575940611379569,AL_L,6,ACH
129163,720575940619314964,720575940623636701,AL_L,18,ACH
129171,720575940631930415,720575940632403986,AL_R,12,ACH
129173,720575940615094166,720575940622448589,AL_R,8,ACH
129185,720575940610756814,720575940623636701,AL_R,2,ACH
129203,720575940631711021,720575940618295454,AL_L,15,ACH
129207,720575940634574004,720575940632167085,AL_R,21,ACH
129221,720575940633175196,720575940617207185,CRE_L,3,ACH
129240,720575940645431075,720575940609282825,AL_R,7,ACH
129241,720575940620421255,720575940623902471,AL_R,8,ACH
129246,720575940624211640,720575940632795532,AL_L,5,ACH
129268,720575940622211845,720575940641592795,AL_L,8,ACH
129296,720575940607310603,720575940629926159,AL_L,5,ACH
129353,720575940619798381,720575940609282825,AL_R,6,ACH
129356,720575940617022277,720575940620437339,AL_L,15,ACH
129358,720575940612455917,720575940623636701,AL_L,18,ACH
129380,720575940612559587,720575940623000858,AL_L,14,ACH
129394,720575940620036417,720575940638128474,AL_L,5,ACH
129401,720575940621126527,720575940640032896,AL_L,14,ACH
129420,720575940629270487,720575940627844734,AL_L,28,ACH
129431,720575940645686564,720575940632795532,AL_L,25,ACH
129434,720575940631313455,720575940630493818,AL_R,44,ACH
129440,720575940616205405,720575940632403986,AL_L,5,ACH
129441,720575940639088885,720575940609282825,AL_R,9,ACH
129474,720575940628599296,720575940613804259,AL_R,6,ACH
129490,720575940635419237,720575940617910848,AL_R,49,ACH
129500,720575940633422490,720575940633190847,AL_R,54,ACH
129505,720575940616322397,720575940616169578,AL_L,6,ACH
129518,720575940617739333,720575940634545890,AL_R,7,ACH
129527,720575940642669728,720575940620199962,AL_L,5,SER
129532,720575940645808931,720575940627265274,AL_R,8,ACH
129544,720575940621285452,720575940637594334,AL_R,23,ACH
129552,720575940626253331,720575940608845525,AL_L,23,ACH
129561,720575940626582088,720575940639121571,AL_R,5,ACH
129574,720575940631239076,720575940623000858,AL_L,5,ACH
129575,720575940629009786,720575940616169578,AL_L,5,ACH
129576,720575940624990782,720575940618295454,AL_L,49,ACH
129585,720575940629977559,720575940621256212,AL_L,22,ACH
129591,720575940627000582,720575940634545890,AL_R,10,ACH
129595,720575940625657530,720575940620551259,AL_L,5,ACH
129597,720575940615708466,720575940605102694,AL_L,5,SER
129612,720575940628961644,720575940609282825,AL_R,15,ACH
129614,720575940616322397,720575940637594334,AL_R,33,ACH
129631,720575940617433142,720575940628200506,AL_L,9,ACH
129646,720575940638957400,720575940623636701,AL_L,9,ACH
129661,720575940629049335,720575940634545890,AL_R,6,ACH
129674,720575940621325338,720575940630024566,AL_L,23,ACH
129692,720575940608007893,720575940627708688,AL_L,16,SER
129693,720575940624121358,720575940620465904,AL_L,10,ACH
129694,720575940628837436,720575940632698797,AL_R,14,ACH
129702,720575940612096370,720575940634545890,AL_R,14,ACH
129720,720575940628564350,720575940626650776,AL_R,4,ACH
129725,720575940609393732,720575940628283560,AL_L,10,ACH
129731,720575940622063871,720575940623000858,AL_L,5,ACH
129747,720575940626614405,720575940623636701,AL_R,1,ACH
129766,720575940641174747,720575940624175565,AL_R,6,ACH
129768,720575940614155882,720575940623636701,AL_L,14,ACH
129772,720575940623572164,720575940604352172,AL_R,27,SER
129790,720575940614735372,720575940623636701,AL_R,5,ACH
129801,720575940612621721,720575940628077568,AL_L,5,ACH
129810,720575940633175196,720575940616169578,AL_L,6,ACH
129839,720575940607865180,720575940632795532,AL_L,9,ACH
129858,720575940617577797,720575940618385620,AL_L,7,SER
129859,720575940621378580,720575940620189790,AL_L,18,ACH
129860,720575940614844994,720575940614756589,AL_R,12,ACH
129889,720575940626031132,720575940605102694,AL_L,6,SER
129909,720575940612559587,720575940609454603,AL_L,25,ACH
129918,720575940621399462,720575940627353426,AL_L,6,SER
129922,720575940610756814,720575940628524292,AL_L,21,ACH
129943,720575940610185221,720575940621086996,AL_R,6,ACH
129946,720575940625334424,720575940613167007,AL_L,47,ACH
129955,720575940628601344,720575940606762686,AL_R,1,ACH
129957,720575940625342648,720575940634545890,AL_R,18,ACH
129961,720575940626451864,720575940632795532,AL_L,8,ACH
129969,720575940614410719,720575940615255993,AL_R,7,SER
129975,720575940629349164,720575940635945919,AL_L,6,ACH
129984,720575940629906060,720575940633772452,AL_R,6,ACH
130000,720575940623087859,720575940618615360,AL_R,16,ACH
130048,720575940634570744,720575940630407388,AL_R,6,ACH
130053,720575940614982654,720575940619061662,AL_R,5,ACH
130057,720575940619429803,720575940634545890,AL_R,17,ACH
130058,720575940631639058,720575940611379569,AL_L,6,ACH
130065,720575940609924306,720575940630407388,AL_R,15,ACH
130078,720575940621166719,720575940628573519,AL_R,11,ACH
130081,720575940645722660,720575940623526985,AL_R,5,ACH
130084,720575940622211845,720575940627066757,AL_R,6,ACH
130100,720575940622375389,720575940628164222,AL_L,6,ACH
130106,720575940620024560,720575940633294796,AL_R,7,ACH
130118,720575940629567473,720575940628181520,AL_L,37,ACH
130140,720575940632002152,720575940614727903,AL_L,14,SER
130179,720575940617009638,720575940609460491,AL_R,10,SER
130197,720575940645824035,720575940619071005,AL_R,40,ACH
130217,720575940629677509,720575940624661552,AL_R,14,ACH
130260,720575940607459849,720575940634545890,AL_R,5,ACH
130268,720575940616783361,720575940611379569,AL_L,31,ACH
130281,720575940633203225,720575940638624189,AL_R,12,ACH
130288,720575940619219627,720575940631683927,AL_L,2,ACH
130296,720575940615994907,720575940632698797,AL_R,7,ACH
130300,720575940627996315,720575940630770042,AL_L,59,SER
130318,720575940638475573,720575940631683927,AL_R,5,ACH
130328,720575940609065774,720575940609891886,AL_R,5,ACH
130332,720575940620253311,720575940634545890,AL_R,7,ACH
130375,720575940621424397,720575940623636701,AL_L,9,ACH
130392,720575940620148059,720575940606762686,AL_L,9,ACH
130408,720575940628690423,720575940620103590,AL_L,17,ACH
130414,720575940632108205,720575940623000858,AL_L,8,ACH
130419,720575940629453116,720575940610408643,AL_L,5,ACH
130421,720575940625813081,720575940640803200,AL_R,7,ACH
130433,720575940636809950,720575940623444715,AL_L,38,ACH
130439,720575940634538080,720575940613345442,AL_L,5,SER
130450,720575940631630893,720575940613590501,AL_L,8,ACH
130481,720575940618784891,720575940623636701,AL_R,1,ACH
130517,720575940626411097,720575940610052266,AL_R,11,ACH
130526,720575940631077369,720575940625014928,AL_R,5,ACH
130559,720575940626581525,720575940623901695,AL_L,5,ACH
130585,720575940612019442,720575940639337461,AL_R,5,SER
130613,720575940636305118,720575940613864401,AL_R,5,SER
130628,720575940620882714,720575940640314190,AL_L,1,DA
130641,720575940608376132,720575940640314190,LAL_L,1,ACH
130644,720575940628660224,720575940631683927,AL_R,1,ACH
130667,720575940627163560,720575940619071005,AL_R,46,SER
130719,720575940624061116,720575940607687260,AL_R,8,ACH
130724,720575940628264721,720575940639892413,AL_L,58,ACH
130741,720575940631510865,720575940631619921,AL_L,8,ACH
130762,720575940633471839,720575940632795532,AL_L,16,ACH
130777,720575940623235848,720575940625431866,AL_L,14,ACH
130784,720575940631911761,720575940623636701,AL_R,2,ACH
130792,720575940628601344,720575940646576436,AL_R,10,ACH
130796,720575940614726546,720575940630549370,AL_R,25,SER
130805,720575940622751270,720575940631328104,AL_L,10,ACH
130815,720575940621263457,720575940612355507,AL_R,6,ACH
130824,720575940614522847,720575940632403986,AL_L,10,ACH
130832,720575940628961644,720575940625584484,AL_R,5,ACH
130853,720575940621625349,720575940631328104,AL_L,9,ACH
130937,720575940621873677,720575940604431584,AL_L,31,ACH
130941,720575940621629189,720575940631328104,AL_L,9,ACH
130948,720575940627948111,720575940623902471,AL_R,9,ACH
130963,720575940614559163,720575940631907159,AL_R,6,ACH
130966,720575940614054685,720575940630546540,AL_L,8,SER
130967,720575940629854953,720575940627214235,AL_R,12,ACH
130971,720575940618293883,720575940614756589,AL_R,22,ACH
130975,720575940623274935,720575940639892413,LAL_L,2,SER
130986,720575940628749111,720575940623000858,AL_L,11,ACH
131029,720575940612621721,720575940633741229,AL_R,5,ACH
131052,720575940630411339,720575940616079035,AL_L,14,ACH
131064,720575940627154063,720575940633190847,AL_R,60,ACH
131065,720575940628277147,720575940621086996,AL_R,17,ACH
131074,720575940629728732,720575940630770042,AL_L,47,SER
131075,720575940608376132,720575940605758142,AL_R,21,ACH
131080,720575940622196518,720575940623788040,AL_L,9,ACH
131107,720575940630807619,720575940631193052,AL_R,40,ACH
131117,720575940619896047,720575940632403986,AL_L,1,GABA
131131,720575940635170679,720575940613419695,AL_L,8,ACH
131134,720575940640262645,720575940619280705,AL_R,12,ACH
131150,720575940638957400,720575940631328104,AL_L,12,ACH
131153,720575940615758395,720575940623902471,AL_R,10,ACH
131156,720575940613798195,720575940607990229,AL_L,7,ACH
131164,720575940628597291,720575940616169578,AL_L,5,ACH
131166,720575940616256059,720575940605758142,AL_R,6,ACH
131195,720575940625442192,720575940637943374,AL_R,12,ACH
